model,rev,fw_ver,fw_url,fsize,fdate,sha1,md5
DCS-3220,A,v1.02c,ftp://files.dlink.com.au/products/DCS-3220/REV_A/Firmware/v1.02c/DCS-3220_1-02c.pkg,2664590,1134406020.0,912638ba9c4e466783f291cebf5cea81be7fa02e,8cd4c6eae634d213302acfcaa1bc7626
DCS-3112,A,,ftp://files.dlink.com.au/products/DCS-3112/REV_A/Firmware/Firmware_1.14/DCS-3112_A1_FW_V1.14.00.bin,13590288,1444925400.0,61fdd629160e03c0482b1442430939afe0639001,727b1573672957de128132ed59fea45b
DCS-3220G,B,v2.02e,ftp://files.dlink.com.au/products/DCS-3220G/REV_B/Firmware/Firmware_v2.02e/DCS3220G_DLNK_0202e.pkg,2641847,1191332460.0,b0295ed5788dd1ed613bdff6bfda3a33d7c246b7,c09450eb5d116622c7c544a0b57a70b6
DCS-3220G,A,v1.01c,ftp://files.dlink.com.au/products/DCS-3220G/REV_A/Firmware/v1.01c/DCS-3220G_1.01c.pkg,2578861,1129653000.0,42250c5107e32f7b042922072ee54b53f8c33f79,37a55d7cb96be313eceb5a961be21dd0
DCS-3410,A,v1.02,ftp://files.dlink.com.au/products/DCS-3410/REV_A/Firmware/Firmware_1.02/DCS-3410_1.02_patch02_7712.zip,6229993,1367518200.0,daeb44eea5ec41a5bd66814fbb91083bd611659d,c179264fdf23a9e4af60c85f7fe3012d
DCS-3410,A,v1.02,ftp://files.dlink.com.au/products/DCS-3410/REV_A/Firmware/Firmware_1.01B2812/DCS-3410_FW_v1.01_2812.zip,6162250,1279038000.0,c15338987ef2259726012e82454a822293260187,df563613646703d3eda767d930a277cf
DCS-3716,A,v1.14.00,ftp://files.dlink.com.au/products/DCS-3716/REV_A/Firmware/Firmware_v1.14.00/DCS-3716_A1_FW_V1.14.00.bin,13608720,1444925820.0,f47a0057d7602149a28385d2fac252338397197a,66c57f1b9b45c77972eb1ac8b9a92607
DCS-3716,A,v1.12.00,ftp://files.dlink.com.au/products/DCS-3716/REV_A/Firmware/Firmware_v1.12.00/DCS-3716_A1_V1.12.00.bin,13913872,1421658780.0,851e245c816b4950a77175cfd0741096c0f7d11b,2a9ac888e14c3c050e5f4881b87ece35
DCS-3716,A,v1.12.00,ftp://files.dlink.com.au/products/DCS-3716/REV_A/Firmware/Firmware_v1.0/DCS-3716_FW_V1.00.00.zip,13610434,1330689360.0,4ee83eaa432e6107900c4f083c438d96eae49876,bddd2a2b3d269732d57be86ef1a27a35
DCS-4602EV,A,,ftp://files.dlink.com.au/products/DCS-4602EV/REV_A/Firmware/Firmware_1.04/DCS-4602EV_A1_FW_V1.04.02.bin,15204560,1455558660.0,af6ee789c069977a77265106efbdc4231661dff9,a134b3af3df69e21fb32fd9d806c5960
DCS-4602EV,A,,ftp://files.dlink.com.au/products/DCS-4602EV/REV_A/Firmware/Firmware_1.03/DCS-4602EV_A1_FW_V1.03.00.bin,14483664,1444925580.0,5480929ac313acb173840601c865731156326aa1,e21d5e2ede7dda7c15848922302420d0
DCS-4602EV,A,,ftp://files.dlink.com.au/products/DCS-4602EV/REV_A/Firmware/Firmware_1.01/DCS-4602EV_A1_FW_V1.01.02.bin,14942416,1436365200.0,0a283e7e69183e4b9b7dc6177dfe37d5948bac9e,bb6a99fd633bf9bf13394f58d408e61c
DCS-4701E,A,,ftp://files.dlink.com.au/products/DCS-4701E/REV_A/Firmware/Firmware_1.04.02/DCS-4701E_A1_FW_V1.04.02.bin,15466704,1458299640.0,663c67eb5872cb4516def8867fe8f673ee64d8ae,c3a8eadfcdfa27c1d17a568fe410fe3d
DCS-4701E,A,,ftp://files.dlink.com.au/products/DCS-4701E/REV_A/Firmware/Firmware_1.03.00/DCS-4701E_A1_FW_V1.03.00.bin,14680272,1444926600.0,772406e195abed4fe1f050cdd6ff715a8d0dbd61,896a4bf02b6ff609806da9dbc877711c
DCS-4802E,A,,ftp://files.dlink.com.au/products/DCS-4802E/REV_A/Firmware/Firmware_1.00.06/DCS-4802E_A1_FW_V1.00.06.bin,14942416,1459966680.0,dc1af0edc9b3d97d490629edfb02d9952a11d194,d2d6582da9875b20ebbdcd2bffdffd26
DCS-5010L,A,,ftp://files.dlink.com.au/products/DCS-5010L/REV_A/Firmware/dcs5010l_v1.13.05.bin,8388608,1447841760.0,306ad30f9bbe90003dc8e6328fbd74caa71f3308,90291624eaeeebab651d6fe47a8e434b
DCS-5020L,A,,ftp://files.dlink.com.au/products/DCS-5020L/REV_A/Firmware/dcs5020l_v1.13.05.bin,8388608,1447841100.0,355510a1e848027a8f51edebd48f70e3616e0531,806bd0f721fa3390ce5faa11895c368f
DCS-5020L,A,,ftp://files.dlink.com.au/products/DCS-5020L/REV_A/Firmware/dcs5020l_v1.11.08.bin,8388608,1440004680.0,8e28d2f2e6bede721f63298f2d58164e87adc51f,5e8c56e1900be20a38a2fc532ccc9ee1
DCS-5222L,B,V2.14.04,ftp://files.dlink.com.au/products/DCS-5222L/REV_B/Firmware/DCS-5222L_B1_FW_V2.14.04/DCS-5222L_B1_FW_V2.14.04.bin,15540560,1469126220.0,63e7f33639863cc665b8d7c9b4250974449bf2b6,84315ea5bc5e5f8b7b9e53e90c844e75
DCS-5222L,B,V2.11.01,ftp://files.dlink.com.au/products/DCS-5222L/REV_B/Firmware/DCS-5222L_B1_FW_V2.11.01/DCS-5222L_B1_FW_V2.11.01.bin,15606096,1445247660.0,ef8c04d576c755b43dcd1e42ee305b27362bc7f2,6329370d43650dd18fdb09fccf64e25f
DCS-5300,A,v1.00,ftp://files.dlink.com.au/products/DCS-5300/REV_A/Firmware/Firmware_1.06/DCS-5300_Utility_&_FW_1.06.zip,1441366,1229361180.0,6aa9b94a6e2fe8f82824eef57b4c4e92f1f5f05c,25c8114e594e86bdd045972f4f949c35
DCS-5300G,A,v1.00d,ftp://files.dlink.com.au/products/DCS-5300G/REV_A/Firmware/v1.00d/5300G_1.00d.bin,1598673,1115988840.0,745123fed9312164edab584e22597d4f5f31ceba,584a6fb8b08635b61beee9d54bb5b325
DCS-5300G,B,v2.00,ftp://files.dlink.com.au/products/DCS-5300G/REV_B/Firmware/Firmware_2.05c/DCS-5300G_Utililty_and_Firmware_2.05c.zip,6595656,1229353860.0,207a2e7e1bcf0b368ec2ae076ff4c3b15c0cfc62,de0572414021019295ae9343d68a8d3a
DCS-5300W,A,v1.04c,ftp://files.dlink.com.au/products/DCS-5300W/REV_A/Firmware/v1.04c/dcs5300W_1.04c.bin,1617809,1104128700.0,11906e3efad6dafcb5694ceebba2e39bc08c1c47,c649ccd2a0b24670a5cc8455d7a534c9
DCS-5615,A,,ftp://files.dlink.com.au/products/DCS-5615/REV_A/Firmware/Firmware_1.05.02/DCS-5615_FW_v1.05.02.pkg,13854122,1454413560.0,798d4cc4f877cf351ed61b11296651e12afbc0c3,a09aa1258f8658e87cd2bfdae37bfd73
DAP-2690,B,,ftp://files.dlink.com.au/products/DAP-2690/REV_B/Firmware/Firmware_3.20rc106/DAP2690b-firmware-v320-rc106.bin,8855744,1476801780.0,92d08c1c826eb493b7a12a94704d0650154592a5,18d5633ca7bd02b172f2795983a9de6c
DCS-5615,A,,ftp://files.dlink.com.au/products/DCS-5615/REV_A/Firmware/Firmware_1.04.01/DCS-5615_FW_v1.04.01.pkg,13860031,1444923600.0,bfa57b69ff4fb15093c68a14e624569c7fcbe679,2c07e921a76013c162adaed1f7a10413
DCS-5615,A,,ftp://files.dlink.com.au/products/DCS-5615/REV_A/Firmware/Firmware_1.03.03/DCS-5615_FW.v1.03.03.pkg,13901431,1438612800.0,795a73e5cd5124d88094d0d59793068aa188b489,233be2bd419a8d9e48546cf9937e1eaa
DCS-5635,A,,ftp://files.dlink.com.au/products/DCS-5635/REV_A/Firmware/Firmware_1.01B4229/dcs-5635_fw_1.01_4126.zip,9928472,1279035540.0,41ba66fc41f5f0fae780ed41d77fb098536104d2,5c587b8c2cb71e888dab98dfc3c3448b
DCS-5615,A,,ftp://files.dlink.com.au/products/DCS-5615/REV_A/Firmware/Firmware_1.01.00/DCS-5615_FW.v1.01.00.pkg,13104374,1399635420.0,3575a4bc86c3ef4c7cf165e66b156c9701149ec7,20b72e5f148687ab57a9c48594449e48
DCS-5635,A,,ftp://files.dlink.com.au/products/DCS-5635/REV_A/Firmware/Firmware_1.0.1_7812/DCS-5605_DCS-5635_1.0.1_patch02_7812.zip,10883456,1367518680.0,33dc1f79bdb443150049dc50e6d0ad8e622bda02,9216f9d03fc98b47f11c20cce54bb0b8
DCS-6010L,A,V1.14.00,ftp://files.dlink.com.au/products/DCS-6010L/REV_A/Firmware/V1.14.00/DCS-6010L_A1_FW_V1.14.00.bin,14767440,1444930680.0,5ee0ece06ff041c9e269aa9cbd62f68cc7578d3f,1a66b8d32eacdf2b210606e06f76fd76
DCS-6004L,A,,ftp://files.dlink.com.au/products/DCS-6004L/REV_A/Firmware/DCS-6004L_v1.03.02_ww_r1007_1557.bin,23256779,1445936820.0,cd8478404b74632af7f22db9924c4cf85e6c86bd,61ad69a79f56e82fded399df93bbc9e4
DCS-6010L,A,V1.13.00,ftp://files.dlink.com.au/products/DCS-6010L/REV_A/Firmware/V1.13.00/DCS-6010L_A2_FW_V1.13.00.bin,14734672,1444149060.0,5ab6c9419f00a6041646ca97229f0219e6c973db,cb0f33e7e0fc8b8bfb91f9f315f77272
DCS-6111,A,v1.01,ftp://files.dlink.com.au/products/DCS-6111/REV_A/Firmware/Firmware_v1.01/DCS-6111_FW_v1.01.flash.zip,4948209,1319028660.0,a4a2acc45431d053a1f12d67f530b7fcd60710c7,a30e9ac02f57afdcf65816ef95058b48
DCS-6113,A,v1.20,ftp://files.dlink.com.au/products/DCS-6113/REV_A/Firmware/Firmware_v1.20/FW_1.20_6113x.zip,16463777,1345142340.0,88a1a21f9faa6b5e8597d903a7568b714c9b9e5a,0b2e8c6ed846b16240f65c70932ead72
DCS-6210,A,,ftp://files.dlink.com.au/products/DCS-6210/REV_A/Firmware/Firmware_1.05.00/DCS-6210_A1_FW_V1.05.00.bin,13627152,1445605560.0,e07292f59176253ce3a750a363f2b77019e95c04,906a4e332dc8b4049c8713900d36952c
DCS-6210,A,,ftp://files.dlink.com.au/products/DCS-6210/REV_A/Firmware/Firmware_1.03.00/DCS-6210_A1_FW_v1.03.00.bin,13932304,1420824600.0,d1179eb3a194ec3923e2b457ae56d29783187b35,d943d4e31d7ce1a675d940163785620c
DCS-6314,A,,ftp://files.dlink.com.au/products/DCS-6314/REV_A/Firmware/Firmware_1.02.07/DCS-6314_A1_FW_V1.02.07.bin,13668624,1444224480.0,7b664a2221980d40d381cbfba3fa2cc3c4ab3177,7864f3443a7cfa290562bbfeda42cde4
DCS-6314,A,,ftp://files.dlink.com.au/products/DCS-6314/REV_A/Firmware/Firmware_1.03.00/DCS-6314_A1_FW_V1.03.00.bin,13660944,1444927620.0,5d174ccd1066ad0ac827ccd7e4cd9740d12553cb,483bc526eb55246bb1ffe6be9ea64720
DCS-6314,A,,ftp://files.dlink.com.au/products/DCS-6314/REV_A/Firmware/Firmware_1.01.00/DCS-6314_A1_FW_V1.01.00.bin,13965072,1420824360.0,34aa9a98b406795cc4a31349acd50ed95f89753b,2bb388ecd464f50bebbfd4ed39e0835b
DCS-6314,A,,ftp://files.dlink.com.au/products/DCS-6314/REV_A/Firmware/Firmware_1.00.00/DCS-6314_A1_FW_V1.00.00.bin,13051152,1371505380.0,148057ecd3d9c8c5eed80ff1d991b0c8db1d7d9c,3473e665736c841ccdc84f8b81bf85ed
DCS-6511,A,,ftp://files.dlink.com.au/products/DCS-6511/REV_A/Firmware/Firmware_1.16.00/DCS-6511_A1_FW_V1.16.00.bin,13613328,1444929060.0,94cca925075611de6934b8c6539d1cd3c5223be4,f516b7bd699df46d04cdfaea508ee825
DCS-6511,A,,ftp://files.dlink.com.au/products/DCS-6511/REV_A/Firmware/Firmware_1.11.13/DCS-6511_FW_v1.11.13.zip,14098448,1358776320.0,19a5e2b92f8145fb068f41cb032260dbe7924617,253452e0f56c66211546195cad3700bb
DCS-6511,A,,ftp://files.dlink.com.au/products/DCS-6511/REV_A/Firmware/Firmware_1.00.04/DCS-6511_FW_V1.00.04.zip,10448349,1298562660.0,febb0edab1c53b897dc2ba0dec6af6b20976682c,6c0fdd51306888ab00536123d5d1afa3
DCS-6513,A,,ftp://files.dlink.com.au/products/DCS-6513/REV_A/Firmware/Firmware_ver.1.04.00/DCS-6513_A1_FW_V1.04.00.bin,13712144,1444926780.0,c8d8cc566ea68c66f8d8992e151e53d5d2d48809,5084de6cb38665d03919a7f5f84dd210
DCS-6513,A,,ftp://files.dlink.com.au/products/DCS-6513/REV_A/Firmware/Firmware_ver.1.03.07/DCS-6513_A1_FW_V1.03.07.bin,13702928,1444924560.0,4ccd067f5b8e550f84403e97fc26ebf9164fb847,61247ca4fd7ac194fd4f37a9660c84a1
DCS-6513,A,,ftp://files.dlink.com.au/products/DCS-6513/REV_A/Firmware/Firmware_ver.1.02.00/DCS-6513_A1_FW_V1.02.00.bin,14020368,1420825620.0,798a5a2cc67f3af8661b54b64691cd6f5a95027f,fb94c64e60f507cbedda54a4acbe2cb2
DCS-6620,A,v3.87,ftp://files.dlink.com.au/products/DCS-6620/REV_A/Firmware/Firmware_1.04/DCS-6620_1.04.zip,2393569,1222347360.0,3277fac8c0e86e3850f8347b150a207b10b1021d,78906ab7dd8fda14c7c79fc08db703a3
DCS-6513,A,,ftp://files.dlink.com.au/products/DCS-6513/REV_A/Firmware/Firmware_ver.1.01.01/DCS-6513_v1.01.01.zip,13261189,1382478360.0,2064d370b4e547b8a32902e4faad76c850245c36,81f93dc6aca75ca502e76ccd92590fa4
DCS-6620G,A,v1.20,ftp://files.dlink.com.au/products/DCS-6620G/REV_A/Firmware/Firmware_1.05/DCS-6620G_v.1.05.zip,2454661,1222346820.0,a28e0ed4387dfa0962eec43a026ee86a873c1fd5,4ddab3a21a2542c239ed6c54c7071e41
DCS-7010L,A,,ftp://files.dlink.com.au/products/DCS-7010L/REV_A/Firmware/DCS-7010L_A1_FW_V1.07.00.bin,14166864,1445247600.0,1863a3900fbc1a693af96cd67ba772f77a1908ab,1f39e4f76b2146203050606c7fdd4b56
DCS-6915,A,,ftp://files.dlink.com.au/products/DCS-6915/REV_A/Firmware/Firmware_v.1.10.01/DCS-6915_A1_V1.10.01.zip,36707618,1381244880.0,4b119702bd2cff05bdc06380b975b98c9ee95775,e71665f1b6587d23b11ec0788dab15ee
DCS-7110,B,,ftp://files.dlink.com.au/products/DCS-7110/REV_B/Firmware/Firmware_3.02.01/DCS-7110_B1_FW.v3.02.01.pkg,15496661,1453975020.0,87a57c4ce8e5c24bef6b0ef7fd6fc7f2dba2b301,b6d9851b144e0afcc7293b160a5fa6db
DCS-6915,A,,ftp://files.dlink.com.au/products/DCS-6915/REV_A/Firmware/Firmware_v.1.11.00/DCS-6915_A1_V1.11.00,46923780,1453975500.0,d9defed34a9e998f90bcb850a892d24934a77824,3844b63adcb1f72987c653953deb1193
DCS-7110,B,,ftp://files.dlink.com.au/products/DCS-7110/REV_B/Firmware/Firmware_3.01.07/DCS-7110_B1_FW.v3.01.07.pkg,14977298,1444924200.0,094e49acacacc9ea85eb7fcb9a2eda166201e3ab,8427a9205e9496d26e418c57dfba4a7a
DCS-7110,B,,ftp://files.dlink.com.au/products/DCS-7110/REV_B/Firmware/Firmware_3.00.04/DCS-7110_B1_FW_v3.00.04.pkg,14676350,1391679060.0,76cd2b81edabf154e0c90ecd6b3fa532f7c4c306,2f1ed48bd4f104772a4358120115096e
DCS-7110,A,v2.10,ftp://files.dlink.com.au/products/DCS-7110/REV_A/Firmware/Firmware_v2.10/DCS-7110.v2.10.03.pkg,14468709,1392652620.0,09c33eec633811fab45b7910723354dc862a3d35,be1f8c579049cfada56db84170ae103f
DCS-7110,A,v1.10,ftp://files.dlink.com.au/products/DCS-7110/REV_A/Firmware/Firmware_v1.10/DCS-7110_FW_v1.10.pkg,13930762,1345828440.0,a79a0a8da3248a46e4a9d2b05d3a4f2fb8d170e5,17b7ec19b147ac3ca3110761d0ab697a
DCS-7510,A,v1.00.7712,ftp://files.dlink.com.au/products/DCS-7510/REV_A/Firmware/Firmware_v1.00.7712/DCS-7510_1.00_patch01_7712.zip,6568424,1367518860.0,59792bd298ecf083cfe5781d4fa10ddaea4e0c14,03c8618ccf51862750c5a824a128ef10
DCS-7110,A,v1.01,ftp://files.dlink.com.au/products/DCS-7110/REV_A/Firmware/Firmware_v1.01/DCS-7110_A1_FW_v1.01.flash.pkg,13702904,1325168820.0,bc151308a985eebbfb0f260f808ef02928100fb4,43ae4234bbb4454f3bd9c57518d8d26d
DCS-7510,A,v1.00.3909,ftp://files.dlink.com.au/products/DCS-7510/REV_A/Firmware/Firmware_v1.00.3909/DCS-7510_FW_1.00.3909.zip,6480246,1288101240.0,430ad25eb5cd340177ad3d768b16df5a2cc8d071,6a9e3a29db81446cf6d9a33f40f28fb4
DCS-7513,A,v1.12.00,ftp://files.dlink.com.au/products/DCS-7513/REV_A/Firmware/Firmware_v1.12.00/DCS-7513_A1_FW_V1.12.00.bin,13692176,1444924620.0,2258f7b6ed7ac91ea4f795e380fa146a66397599,fb02c7120978d2fd04e2fe7a28c4c65e
DCS-7513,A,v1.11.11,ftp://files.dlink.com.au/products/DCS-7513/REV_A/Firmware/Firmware_v1.11.11/DCS-7513_A1_FW_V1.11.11.bin,13677840,1444924020.0,f09462d1746af27a21a406e14ba3c13c48877e47,eeefe796e93a935fe6977f3d0e26b1e9
DCS-7513,A,v1.10.00,ftp://files.dlink.com.au/products/DCS-7513/REV_A/Firmware/Firmware_v1.10.00/DCS-7513_A1_FW_v1.10.00.bin,13985040,1421163660.0,38d3a371154007e487f9993c8c1892c244999908,fd761602a73fabe5b3a6f485723a8a99
DCS-7513,A,v1.00.03,ftp://files.dlink.com.au/products/DCS-7513/REV_A/Firmware/Firmware_v1.00.03/DCS-7513_FW_1.00.03.zip,14223396,1354546620.0,c208be7440245c11401d069241d82747a0951ce8,2b8a09228b615108e537ad8807be9035
DCS-825L,A,,ftp://files.dlink.com.au/products/DCS-825L/REV_A/Firmware/update_DCS-825L_1.06.06_5111.bin,13291520,1435573680.0,0e8a20284b05835adf8b82ebcb336ba680e4c0be,9ae5abd631e069cd47bcb8386f0c20e5
DCS-850L,A,V1.03.04,ftp://files.dlink.com.au/products/DCS-850L/REV_A/Firmware/V1.03.04/DCS-850L_A1_Release_Note_for_FW_v1.03.04.doc,1202688,1444930140.0,c6a47a6b67c5a04101caa3903a832a5adab89b88,d9b65bb7cf25c773d3dbe616d560dd33
DCS-850L,A,V1.02.09,ftp://files.dlink.com.au/products/DCS-850L/REV_A/Firmware/V1.02.09/dcs850l_v1.02.09.zip,3700911,1435165800.0,bdf7b7edee5621d076f8adafa396c02e618e5ae1,3749414b2e186305114be9c28d182525
DCS-855L,A,,ftp://files.dlink.com.au/products/DCS-855L/REV_A/Firmware/update_DCS-855L_1.01.03_5104.bin,13506560,1435342500.0,f8ddb4b7b4c2de1a68678d185e1e9f54aaea0265,c1f941994f16bcc31c125315c4907da9
DCS-900,A,v2.28,ftp://files.dlink.com.au/products/DCS-900/REV_A/Firmware/v2.28/DCS900_Ver._2.28.BIN,524288,1089809100.0,71bb612988ac167415e9ddd03000293afd236689,debaf6ef303e2739344f4cba595dfcbc
DCS-910,A,,ftp://files.dlink.com.au/products/DCS-910/REV_A/Firmware/Firmware_v102b5/DCS_910_FW_v1.02.zip,464190,1231844520.0,752ce14a17f4b35865c45d4c96ce9a144a86e1c2,8fd7f94018cd8b167fec68886a18df75
DCS-920,A,,ftp://files.dlink.com.au/products/DCS-920/REV_A/Firmware/Firmware_v102b5/dcs920_v102_build_5.bin,2097152,1222944960.0,146263266a054879b04d8898098364d9bd1e3c82,f771921b1c2128002653700c18a395ab
DCS-930L,B,,ftp://files.dlink.com.au/products/DCS-930L/REV_B/Firmware/dcs930lb1_v2.13.15.bin,4194304,1467139260.0,b703f960ce60cf464a9f29e81f3d15ed069e4538,25e3c3d3c9fa460d2c3400e40699c6b2
DCS-930L,A,,ftp://files.dlink.com.au/products/DCS-930L/REV_A/Firmware/dcs930l_v1.15.04.bin,4194304,1467132120.0,8a5c874bb711c5f4a34cf7f211d6636305812fea,5536f4e6155d4b8cda74c17871f24f28
DCS-931L,A,,ftp://files.dlink.com.au/products/DCS-931L/REV_A/Firmware/dcs931l_v1.13.05.bin,8388608,1447843380.0,96ea777d98119ed5592ae2bc14804fb9fea4f1a3,8039cd4d893fac831e2d037c400a136b
DCS-931L,A,,ftp://files.dlink.com.au/products/DCS-931L/REV_A/Firmware/dcs931l_v1.12.03.bin,8388608,1441820940.0,da8ce12e203e8fe810ded38768c91f0a408c2a44,324c941909d155547f3eacafe786e78f
DCS-932L,B,,ftp://files.dlink.com.au/products/DCS-932L/REV_B/Firmware/dcs932lb1_v2.13.15.bin,4194304,1467139620.0,8bf77052021442ed80965e79cf8f2f6f33ba7baf,2bbefe7252427b2a95af51a18d11594e
DCS-932L,B,,ftp://files.dlink.com.au/products/DCS-932L/REV_B/Firmware/dcs932lb1_v2.11.03.bin,4194304,1439484060.0,9337e8be71bfb1b64fba2aa3cb4bce5a80e3fc2d,018b84d985763fdc5c4c67e337aa0f66
DCS-932L,A,,ftp://files.dlink.com.au/products/DCS-932L/REV_A/Firmware/dcs932lb1_v2.10.03.bin,4194304,1431627780.0,4484801625518a1dd4a0c0822bb5753b364c5a87,79648607759c967f06b0e8dac2b8b293
DCS-932L,A,,ftp://files.dlink.com.au/products/DCS-932L/REV_A/Firmware/dcs932l_v1.13.04.bin,4194304,1467132540.0,8c120110bd8cbc2a21283c6f4362f5c06339d6d8,02c6cd02e9299308ca1e086aecc732f1
DCS-933L,A,,ftp://files.dlink.com.au/products/DCS-933L/REV_A/Firmware/dcs933l_v1.13.05.bin,8388608,1447843980.0,7bb23399e7c4434cd7723d27d7ced15264316453,bb889a21f1057c93b6fcfef40fa6b5a6
DCS-933L,A,,ftp://files.dlink.com.au/products/DCS-933L/REV_A/Firmware/dcs933l_v1.12.03.bin,8388608,1441821480.0,5ee8c5680e61077cd6cacf08083d2bb31321d87a,ed1ce246e6aebc3f843fc6f78597a9c7
DCS-935L,A,,ftp://files.dlink.com.au/products/DCS-935L/REV_A/Firmware/DCS-935L_A1_FW_1.07.03_20151015_r3108.bin,7313700,1450774620.0,e5778c1e499e8d3f933b7c84e7ba0d2c59d903e9,c91955617bf90f962f454a3c728831cd
DCS-935L,A,,ftp://files.dlink.com.au/products/DCS-935L/REV_A/Firmware/DCS-935L_A1_FW_1.06.02_20150717_r3108.bin,7321892,1440588480.0,b4a646eed7661764e1687b19bc05544519f2d625,9d38995ebe09b959192c5362e915ddbd
DES-1226G,A,v1.02,ftp://files.dlink.com.au/products/DES-1226G/REV_A/Firmware/v1.02/DES-1226G_A_1.02.zip,499271,1162485600.0,86248acca3d3fed7c7e2d3c2cea355ef2854bbd5,f38b0517700d07c57021d276bd68f9dc
DES-1226G,B,v3.00b13,ftp://files.dlink.com.au/products/DES-1226G/REV_B/Firmware/v3.00b13/DES-1226G_v3-00-13.zip,319705,1141996500.0,03686d96dcaab96e429b8b43a58fed4a3b45283d,ac2fc319c7b3ecd78ea3003ec337d2d4
DES-1228,A,v1.11.01,ftp://files.dlink.com.au/products/DES-1228/REV_A/Firmware/Firmware_v1.11.01/DES-1228_Firmware_1_11_01.zip,1488125,1241112300.0,8cf8cd344bf42a760b0383950ffad7144833a0b7,568c2d6250b009504577f8c39b052a96
DES-1228P,A,v1.31.02,ftp://files.dlink.com.au/products/DES-1228P/REV_A/Firmware/Firmware_v1.31.02/DES-1228P_fw_v1.31.02.zip,786103,1287497760.0,adb8a74f5473cec146e00283c87b0ffe10722eca,ab1a154472e45d1c1395e3bcecd8f584
DES-1250G,A,v1.00,ftp://files.dlink.com.au/products/DES-1250G/REV_A/Firmware/Firmware_1.10/DES-1250G_1.10.00.HEX,1261717,1160135580.0,fa82ea4c20a33aad581ebf6cec46e592b8b58b2d,f35d41ef34a147905a26bd38934876e1
DES-1252,A,v1.11.01,ftp://files.dlink.com.au/products/DES-1252/REV_A/Firmware/Firmware_v1.11.01/DES-1252_Firmware_1_11_01.zip,1510035,1241618520.0,6f9465454e5c58106c8c7a9ffd3a80d160204a28,7ec635d06c3f020cf1380ceca54891fc
DES-1252,A,v1.10.12,ftp://files.dlink.com.au/products/DES-1252/REV_A/Firmware/Firmware_v1.10.12/DES-1252_A1_FW_v1.10.12.hex,747405,1438965000.0,72252a14636ba60d075e01cfcd473cfb245a13dd,45c9ac9e8c449ed5781133511968963c
DES-1316,A,v1.10,ftp://files.dlink.com.au/products/DES-1316/REV_A/Firmware/Firmware_v1.10/DES1316U-1-10-00.zip,252657,1227543780.0,964330a1fbe29a766e6707bc6a7054d21d37617b,c17b44157d1f98ec857890881328cb4b
DES-1526,A,v1.01,ftp://files.dlink.com.au/products/DES-1526/REV_A/Firmware/Firmware_1.10/DES1526_1.10.00.HEX.zip,313919,1227543720.0,10c37e0f240139e90d6c4b873c4dc4bc75771d5f,9fbb796a132d0aae53d996e0098547e0
DES-3028,A,,ftp://files.dlink.com.au/products/DES-3028/REV_A/Firmware/Firmware_2.30B08/R230B08.had,1897868,1249571760.0,e86faeca7aa8f876c24d835dfd6485f33b1582d2,f120f06fd74daa6f1221a0a762ca3156
DES-3028P,A,,ftp://files.dlink.com.au/products/DES-3028P/REV_A/Firmware/Firmware_2.30B08/R230B08.had,1897868,1249571760.0,e86faeca7aa8f876c24d835dfd6485f33b1582d2,f120f06fd74daa6f1221a0a762ca3156
DES-3052,A,,ftp://files.dlink.com.au/products/DES-3052/REV_A/Firmware/Firmware_2.30B08/R230B08.had,1897868,1249571760.0,e86faeca7aa8f876c24d835dfd6485f33b1582d2,f120f06fd74daa6f1221a0a762ca3156
DES-3225G,A,v2.01b29,ftp://files.dlink.com.au/products/DES-3225G/REV_A/Firmware/PROM_v2.01b29/3225prom.tfp,256778,1067945340.0,780892155e90ac2ac575cd32bfd7178b8c6f3c4b,28563cd6981288e9baa75eeb6e940f15
DES-3225G,A,v2.01b58,ftp://files.dlink.com.au/products/DES-3225G/REV_A/Firmware/v2.01b58/DES-3225G_Firmware_2.01b58.zip,891602,1181232060.0,8b4b0c48dafb971eeb1eba6f677ad7f908860074,44b2fed2923dd4dee3737870d9e930f8
DES-3226S,C,v4.02b26,ftp://files.dlink.com.au/products/DES-3226S/REV_C/Firmware/v4.02b26/DES-3226S-4.02B26.had,2082658,1106303520.0,68506a8a8443909cc372919a227852637bc05ba9,ec6facd34e68d468ecf2f23c6edd5ed3
DES-3250TG,A,v4.50b13,ftp://files.dlink.com.au/products/DES-3250TG/REV_A/Firmware/v4.50b13/DES-3250TG_450B13.had,2440618,1111504380.0,bf239641a1d0687502ecba8179e4d2892a45e1f6,ae50a4cde013ed2c6bb8d0b55f33ca17
DES-3326S,B,v4.02b13,ftp://files.dlink.com.au/products/DES-3326S/REV_B/Firmware/v4.02b13/DES3326SR_402B13.had,2096730,1114713960.0,f36b617834becd2be2467ff550b4cab65b5f4f0a,df132ae8a53f4a5382e0ac0a8e590677
DES-3350SR,A,v3.02B12,ftp://files.dlink.com.au/products/DES-3350SR/REV_A/Firmware/v3.02B12/DES-3350SR_v3-02B12.had,2712834,1142500440.0,5ed7f2d0fe5b19be296aa65e63c9f550bfcf708b,b964e36dedb3ed1912ad071b1c020e92
DES-3526,A,,ftp://files.dlink.com.au/products/DES-3526/REV_A/Firmware/Firmware_5.01b60/DES-3500_Series_FW_v5.01.B60.had,3344168,1237909200.0,674cdb87fe08f0b5ed6450b27ac28f523b0ed23d,60b0040a7b77a50c9af040700865ecba
