model,fver,fname,furl,fdate,fsize,sha1,md5
FH303,V5.07.71_EN(For,US_FH303V2.0BR_V5.07.71_en_FOR.rar,http://down.tendacn.com/uploadfile/201401/FH303/US_FH303V2.0BR_V5.07.71_en_FOR.rar,2015-01-09 07:38:36+00:00,1073254,55bacfa575b260ddfc0ec3ae40d58e0ae608c3d0,7b96cbfd8537c1b06e2818f7ca240866
N3,V5.07.55_EN(For,US_N3v1.0BR_V5.07.55_en_FOR01.rar,http://down.tendacn.com/uploadfile/201401/N3/US_N3v1.0BR_V5.07.55_en_FOR01.rar,2015-01-09 07:40:16+00:00,1036389,37381f99961c80a2fd3d37d8228c9b7f2b33b4c2,1d2bef05ab5188b9a6ac78fd1642a9f9
AC9,V15.03.2.13_EN,US_AC9V1.0BR_V15.03.2.13_multi_TDE01.rar,http://down.tendacn.com/uploadfile/2017/Firmware/US_AC9V1.0BR_V15.03.2.13_multi_TDE01.rar,2016-11-24 08:51:38+00:00,7921832,0bee6ee0a96daae92ff8f28b44242d64032d01c6,7a552819b270da9d3b82f68373529436
F303,V5.07.55_EN(For,US_F303V1BR_V5.07.55_en_FOR.rar,http://down.tendacn.com/uploadfile/201401/F303/US_F303V1BR_V5.07.55_en_FOR.rar,2015-01-09 07:38:28+00:00,1036387,2451365a29eba6f76e91e375880e6a7c73289a42,cff31f2720953c0a5c1e4e82d386c3cd
F300,V5.07.55_EN(For,US_F300V1BR_V5.07.55_en_FOR.rar,http://down.tendacn.com/uploadfile/201401/F300/US_F300V1BR_V5.07.55_en_FOR.rar,2015-01-09 07:38:26+00:00,1036387,b8537c45326091ffcdf9ea22f14a43189feed988,7f02a7ba8e1e1047fadfc98fca842b3f
AC18,V15.03.3.10_EN,US_AC18V1.0BR_V15.03.3.10_multi_TD01.rar,http://down.tendacn.com/uploadfile/2017/Firmware/US_AC18V1.0BR_V15.03.3.10_multi_TD01.rar,2016-11-28 08:32:52+00:00,10162344,0be5141afafc5d23234b38aebd2d78a078924670,63bd00ba4e0140d73bacd5d68e99fd87
M3,V1.0.0.4(2089)_EN,US_M3V1BR_V1.0.0.4(2089)_EN_TDC01.rar,http://down.tendacn.com/uploadfile/2016/Firmware/M3/US_M3V1BR_V1.0.0.4(2089)_EN_TDC01.rar,2016-03-10 09:11:52+00:00,8653011,68f32ffa8cbf455f42fdc6a8952889f8ba530a77,61904da890a3c1878c78bfade462471f
AP4,V1.0.0.8_EN,US_AP4V1.0BR_V1.0.0.8_EN_TDE01(1187).rar,http://down.tendacn.com/uploadfile/201401/AP4/US_AP4V1.0BR_V1.0.0.8_EN_TDE01(1187).rar,2015-06-12 08:32:40+00:00,3862696,8418d0dd2c20a19c0c368f58017c5b2db7e05219,c073fe17b81f2011c7ce4136454e6a4d
D152,V2.2.0.17_ENï1⁄4For,US_D152_br_V2.2.0.17_en_FOR01.rar,http://down.tendacn.com/uploadfile/201401/D152/US_D152_br_V2.2.0.17_en_FOR01.rar,2015-07-18 09:14:52+00:00,5588601,8ebc770a14be7d7ecad86952decf97c6f8ef454c,14c9d4e84687938a94c13d07df3ce73f
AP5,V1.0.0.6(1187)_EN,US_AP5V1.0BR_V1.0.0.6(1187)_EN_TDE01.rar,http://down.tendacn.com/uploadfile/201401/AP5/US_AP5V1.0BR_V1.0.0.6(1187)_EN_TDE01.rar,2015-06-12 08:51:50+00:00,3862696,62d1d53e48b039d901ea315fb03e7c804214f956,3f5a8aba51ddd35b383931f61db60152
D302,V2.2.0.17_ENï1⁄4For,US_D302_br_V2.2.0.17_en_FOR01.rar,http://down.tendacn.com/uploadfile/201401/D302/US_D302_br_V2.2.0.17_en_FOR01.rar,2015-07-18 09:15:06+00:00,5588601,738862bf75f8976be4e0f311d66bcc54adaada7a,49fdb2e792460c8faa9ea542b751842f
D151,V1.1.7.2_EN,US_D151V1.0BR_V1.1.7.2_en_td.rar,http://down.tendacn.com/uploadfile/201401/D151/US_D151V1.0BR_V1.1.7.2_en_td.rar,2015-07-18 08:58:20+00:00,5592442,943efdcbf9f1ed248947e3fd4c0869346b44364c,ebd19ff98d41e7e58b877dbe89f52d77
D151,V1.0.6.15_EN(For,US_D151V1Br_V1.0.6.15_FOR01_EN_FOR01.rar,http://down.tendacn.com/uploadfile/201401/D151/US_D151V1Br_V1.0.6.15_FOR01_EN_FOR01.rar,2015-07-18 08:52:34+00:00,5645611,5cf9fbd5481076511a03f97edfda74924fbbc110,1c6d3bd3f1bb543d3783a73ddee41b4b
4G630,V1.0.0.25_EN,US_4G630V1.0Br_V1.0.0.25.zip,http://down.tendacn.com/uploadfile/201401/4G630/US_4G630V1.0Br_V1.0.0.25.zip,2015-03-03 02:37:42+00:00,3961773,59897025c46e9523b2d7b6e352924d91d1bc1235,047a87aafc83ee43a0c67703baf76df8
FH304,V5.07.58_EN,US_FH304V2.0_V5.07.58_en_TD.rar,http://down.tendacn.com/uploadfile/201401/FH304/US_FH304V2.0_V5.07.58_en_TD.rar,2014-11-26 01:03:26+00:00,1036387,7c85eb2578dacb2c0d830b2b474a6451236575ad,98f1260f5027b6a1e429269ee739e8f8
AC15,V15.03.1.17_EN,US_AC15V1.0BR_V15.03.1.17_multi_TD01.rar,http://down.tendacn.com/uploadfile/201401/AC15/US_AC15V1.0BR_V15.03.1.17_multi_TD01.rar,2016-05-18 02:40:06+00:00,10375336,6528da540fc9edcc49c452b8ae56f72c3fac9590,b1edf408c30635c3012fd36b4cdf6b17
AC15,V15.03.1.20_EN(For,US_AC15V1.0BR_V15.03.1.20_multi_LAS01.rar,http://down.tendacn.com/uploadfile/2016/Firmware/US_AC15V1.0BR_V15.03.1.20_multi_LAS01.rar,2016-08-22 07:02:44+00:00,10358953,431da6c32f98ebcb241b18fef503bde11946da77,47d86064382f37acdaba807aca851cc1
D305,V50.1.12.8_EN,US_D305V1.0br_V50.1.12.8_en_TDE01.rar,http://down.tendacn.com/uploadfile/201401/D305/US_D305V1.0br_V50.1.12.8_en_TDE01.rar,2015-11-12 08:37:27+00:00,7035548,ecb508e7d42c5c156c988dd9b0ba5eb727e0c39f,45d320eae5e0f0ce84f283683fdf993c
A30,V5.07.15_EN,US_A30BR_V5.07.15_en_TDE_new.rar,http://down.tendacn.com/uploadfile/201401/A30/US_A30BR_V5.07.15_en_TDE_new.rar,2014-10-29 07:47:02+00:00,1122399,e0d4b729c3fb37f8e95def812295eeabdfedd31a,065a7d0c800cccea876da7ce0c138867
D301,V1.2.10.1_EN,US_D301V1.0BR_V1.2.10.1_en_td.rar,http://down.tendacn.com/uploadfile/201401/D301/US_D301V1.0BR_V1.2.10.1_en_td.rar,2015-07-18 09:02:24+00:00,7567358,d42f825c5ba42784ecd48140c7b768715582462a,2d0a6bbc5bba6ff510d6675f48377067
4G301,V1.01.37_EN,US_4G301V1MT_V1.01.37_EN.rar,http://down.tendacn.com/uploadfile/201401/4G301/US_4G301V1MT_V1.01.37_EN.rar,2014-12-03 08:12:02+00:00,3053159,61ca72f9aa323f35dba51061d851a4d99fe88a19,f61c14634be933d4e4929298065b6cda
4G302,V1.01.37_EN,US_4G302V1MT_V1.01.37_EN.rar,http://down.tendacn.com/uploadfile/201401/4G302/US_4G302V1MT_V1.01.37_EN.rar,2014-12-03 08:12:26+00:00,3053159,2b5e44a99db0d34df9c4c8a4d9324adaa1111542,e3b0e2aff381f85ad166119663b283ab
4G300,V1.01.37_EN,US_4G300V1MT_V1.01.37_EN.rar,http://down.tendacn.com/uploadfile/201401/4G300/US_4G300V1MT_V1.01.37_EN.rar,2014-12-03 08:12:12+00:00,3053159,696f0bd95aaa0971758ae0494f5658eafbfb8bff,9a3cf136abec6b8551fc76cc83052580
DH301,V10.2.7_EN,US_DH301V1.0Br_V10.2.7_en_td.rar,http://down.tendacn.com/uploadfile/201401/DH301/US_DH301V1.0Br_V10.2.7_en_td.rar,2015-07-18 09:04:36+00:00,8070961,fe34aa861ead162a99f78aad1dbf9e8e3f4ec5c8,9a0fe135f00cc84366076a356f942baf
D303,V5.2.1.22_enï1⁄4For,US_D303V1.0br_V5.2.1.22_en_FOR01.rar,http://down.tendacn.com/uploadfile/201401/D303/US_D303V1.0br_V5.2.1.22_en_FOR01.rar,2015-11-17 08:33:34+00:00,7734600,2c1946af54e272ba348d47d8bb569047eed3dd67,43690ff60d189c2e30444e2e5657f9f9
D151,V1.1.6.3_EN(For,US_D151V1.0br_V1.1.6.3_en_DEL01.rar,http://down.tendacn.com/uploadfile/201401/D151/US_D151V1.0br_V1.1.6.3_en_DEL01.rar,2015-04-14 07:22:54+00:00,6188756,41da43f299350f409a5858096732ee8e7dfa1580,a111c79d82e1ffb0aedb0cdc50e71e72
W3002R,V5.07.71_EN,US_W3002RV1.0Br_V5.07.71_en_TD.rar,http://down.tendacn.com/uploadfile/201401/W3002R/US_W3002RV1.0Br_V5.07.71_en_TD.rar,2014-09-30 03:32:10+00:00,1044577,f5a872cc68de1d5c7a89ab9d50858be33e04882c,369b07e0033adfdf6c0fc75a8c70e5d3
D151,V1.1.6.2_EN(For,US_D151V1.0BR_V1.1.6.2_en_IRI01.rar,http://down.tendacn.com/uploadfile/201401/D151/US_D151V1.0BR_V1.1.6.2_en_IRI01.rar,2015-04-14 07:23:14+00:00,6304823,32846317892c0cef56f8c51cd3891ea59ecb81fa,08f210b14c49c72a2f6beb2ad6533456
AH302,V5.07.67_EN,US_AH302V1BR_V5.07.67_EN.rar,http://down.tendacn.com/uploadfile/201401/AH302/US_AH302V1BR_V5.07.67_EN.rar,2014-09-01 01:06:18+00:00,1040480,985c509121fd7f29977b72fd2a7b8f271ee3f7c2,4b55d25c0a1a167323542d9067b58aba
A300,V5.07.73_EN,US_A300V1BR_V5.07.73_EN.rar,http://down.tendacn.com/uploadfile/201401/A300/US_A300V1BR_V5.07.73_EN.rar,2014-09-16 08:06:14+00:00,1073247,9adc7700fdb12d0ae780397574687954515860de,3165e106a1beae7103d3c41a8b440614
A301,V5.07.73_EN,US_A301V1BR_V5.07.73_EN.rar,http://down.tendacn.com/uploadfile/201401/A301/US_A301V1BR_V5.07.73_EN.rar,2014-09-16 08:41:20+00:00,1073247,78eb63121625d5628bfd6ff90e36ece2734f24d5,35f23cf6221c68d451366b4c96544220
A302,V5.07.66_EN,US_A302V1BR_V5.07.66_EN.bin.rar,http://down.tendacn.com/uploadfile/201401/A302/US_A302V1BR_V5.07.66_EN.bin.rar,2014-09-01 01:06:10+00:00,1040483,4c6e7a0297d0afbf9d07261312948f03be473834,64d949637d797310688747f0c293418c
D303,V5.2.2.6_EN,US_D303V1.0BR_V5.2.2.6_en_td.rar,http://down.tendacn.com/uploadfile/201401/D303/US_D303V1.0BR_V5.2.2.6_en_td.rar,2015-07-02 09:05:30+00:00,7734306,9035bab2c0bcb40e2b003851d8a9b40737243a32,e056d444d189f17df575f7c4995194d6
W312A,V1.0.0.6_EN,US_W312AV1.0BR_V1.0.0.6_EN_TDE01.rar,http://down.tendacn.com/uploadfile/201401/W312A/US_W312AV1.0BR_V1.0.0.6_EN_TDE01.rar,2014-10-30 06:44:26+00:00,3870888,f865ce4b09d406e689a90799749ef457abebc079,4a0da1c0ad40e344463b8d60cc4ca636
AC15,V15.03.1.12_EN,US_AC15V1.0BR_V15.03.1.12_multi_TD01.rar,http://down.tendacn.com/uploadfile/201401/AC15/US_AC15V1.0BR_V15.03.1.12_multi_TD01.rar,2015-10-21 09:02:38+00:00,10223784,2a178bfc034e3d6ff6549c083c0eab141ee24b7d,c34bc02119c11acdd2ad70d4e035676b
AC15,V15.03.1.8_EN,US_AC15V1.0BR_V15.03.1.8_EN_TDEUS.rar,http://down.tendacn.com/uploadfile/201401/AC15/US_AC15V1.0BR_V15.03.1.8_EN_TDEUS.rar,2015-09-15 08:19:10+00:00,10219685,a5700efde9b1d6a1683fc8acbcce27584d384231,748308edcba63a3c319eb0fb257b3199
D151,V1.0.6.10_EN(For,US_D151V1Br_V1.0.6.10_FOR01_EN_FOR01.rar,http://down.tendacn.com/uploadfile/201401/D151/US_D151V1Br_V1.0.6.10_FOR01_EN_FOR01.rar,2015-01-08 06:21:58+00:00,6229662,8179421ea9b25494fc02d88446555adb82b9fde1,6ff6e7367599e945b35a9f8f74a14ab1
W301A,V1.0.0.5_EN,US_W301AV7.0BR_V1.0.0.5_EN_TDE01.rar,http://down.tendacn.com/uploadfile/201401/W301A/US_W301AV7.0BR_V1.0.0.5_EN_TDE01.rar,2014-10-29 08:26:14+00:00,3883176,b1294610e5a4df2d1d4d036203768c406e281804,e31509c471ee582fb21baed384696f79
AC15,V15.03.1.10_EN,US_AC15V1.0BR_V15.03.1.10_EN_TDC+TDEUS.rar,http://down.tendacn.com/uploadfile/201401/AC15/US_AC15V1.0BR_V15.03.1.10_EN_TDC+TDEUS.rar,2015-09-29 02:32:02+00:00,10219690,c9c05df338e4ea2baf3f3fb643313c2fb8129233,ee6fe516503f95e16323fb569fa06213
4G600,V1.0.0.19_EN,US_4G600V1Ra_V1.0.0.19_EN.rar,http://down.tendacn.com/uploadfile/201401/4G600/US_4G600V1Ra_V1.0.0.19_EN.rar,2014-09-16 08:54:48+00:00,2527291,2db870bd808705ac488ca53bf13584bdc8323d8d,5388d1b00fec65859eae72f007ffc004
D302,V2.2.0.10_EN(For,US_D302V1Br_V2.2.0.10_FOR01_EN.rar,http://down.tendacn.com/uploadfile/201401/D302/US_D302V1Br_V2.2.0.10_FOR01_EN.rar,2015-01-08 06:23:18+00:00,6213295,d7830a55240d7c35a29e9b22722783ea3195b38e,6fa794af98c403598dc53a356e932a40
W900A,V1.0.0.17_EN,US_W900AV1BR_W900A_V1.0.0.17_EN.rar,http://down.tendacn.com/uploadfile/201401/W900A/US_W900AV1BR_W900A_V1.0.0.17_EN.rar,2014-10-28 03:28:24+00:00,4518055,b4b1e68740890e5dc396b3bab50d3f285287aae8,7eb60069dfeb8fcd2b523bd837faa54b
WH302A,V1.0.0.3_EN,US_WH302AV1.0BR_V1.0.0.3_EN_TD.rar,http://down.tendacn.com/uploadfile/201401/WH302A/US_WH302AV1.0BR_V1.0.0.3_EN_TD.rar,2014-10-28 02:12:22+00:00,3693284,2bb2f233eafa99089f7eba2bc6f7d4b915d24b29,3e92b257c98f8bb3c63b419f58679f6c
W330A,V1.0.0.1_cn&en,US_W330AV1.0BR_V1.0.0.1_cn&en_TD.rar,http://down.tendacn.com/uploadfile/201401/W330A/US_W330AV1.0BR_V1.0.0.1_cn&en_TD.rar,2014-11-25 08:35:46+00:00,4571304,80965dfe2b40823efb68c83c526532b7ad09c563,feba6a795fe256042c5a34a1cf24143f
W3002R,V5.07.67_EN(For,V5.07.67_en_ANY01.rar,http://down.tendacn.com/uploadfile/201401/W3002R/V5.07.67_en_ANY01.rar,2014-06-05 06:25:24+00:00,1040473,3110a2d550811f77ad11056b8a64d346b0f7efa8,1965aa97faff00b44002a51b8ec8a797
FH1202,V1.2.0.14(408)_EN,US_FH1202V1.0BR_V1.2.0.14(408)_EN_TD.rar,http://down.tendacn.com/uploadfile/201401/FH1202/US_FH1202V1.0BR_V1.2.0.14(408)_EN_TD.rar,2015-02-06 03:33:32+00:00,7209785,2b0438b771f29dd51785e8f341a9d74d32a47979,e34708b66357677ccce7723c685c9c10
AC15,V15.03.1.16_EN,US_AC15V1.0BR_V15.03.1.16_multi_TD01.rar,http://down.tendacn.com/uploadfile/201401/AC15/US_AC15V1.0BR_V15.03.1.16_multi_TD01.rar,2015-11-24 03:06:49+00:00,10227880,bf9279ae5dcb389bb64f5a421bd1d20256f35a85,972e9dc3713d8c783033cd41f4736bf2
D152,V2.2.0.10_EN(For,US_D152Br_V2.2.0.10_FOR01_EN.rar,http://down.tendacn.com/uploadfile/201401/D152/US_D152Br_V2.2.0.10_FOR01_EN.rar,2015-01-08 06:22:50+00:00,6213293,1a89500128b7d1224618fde9db56e43daa327d71,8f9ecf7b0fdf04a7edba49322df10750
W1500A,V1.0.1.27_EN,US_W1500AV1BR_V1.0.1.27_EN_TDE01.rar,http://down.tendacn.com/uploadfile/201401/W1500A/US_W1500AV1BR_V1.0.1.27_EN_TDE01.rar,2014-11-25 00:52:50+00:00,5021429,e842cb9e283c3d1a538d87a6d5e5a4dfda0ff263,1a42b8b81223c74513fbbfef7a94a0c4
FH1206,V1.2.0.8(8155)_EN,US_FH1206V1.0BR_V1.2.0.8(8155)_EN_TD.rar,http://down.tendacn.com/uploadfile/201401/FH1206/US_FH1206V1.0BR_V1.2.0.8(8155)_EN_TD.rar,2014-11-26 02:24:58+00:00,7155295,3bc90ab836fe40964e049370e04048dc767b8a1d,8a884a007083775fd93f9401cd05f120
4G630,V1.0.0.21_EN,US_4G630V1BR_V1.0.0.21_EN.rar,http://down.tendacn.com/uploadfile/201401/4G630/US_4G630V1BR_V1.0.0.21_EN.rar,2014-09-16 08:54:30+00:00,3989601,d71d25be231374df05b00cd935957c0e1d7daa3e,b0f28a0a28eb75319b8ccfc9dbdab9ed
4G301,V1.01.27_EN,US_4G301V1MT_V1.01.27_EN.rar,http://down.tendacn.com/uploadfile/201401/4G301/US_4G301V1MT_V1.01.27_EN.rar,2014-07-17 02:12:18+00:00,2970802,e5add02806766c8d5043685c683bba2ece60d132,5c8c3245629b8834a2af0811c354617a
W309R,V5.07.68_EN,US_W309R_V5.07.68_en.rar,http://down.tendacn.com/uploadfile/201401/W309R/US_W309R_V5.07.68_en.rar,2014-05-07 09:45:00+00:00,1047987,ac01ba88c9a47ae5c480816a4a2b55e3eb5032ce,5a5961c65cb8ca2cd8197a8830a57db6
W301A,V1.0.0.3_EN,US_W301AV7.0br_V1.0.0.3(467)_en_TD.rar,http://down.tendacn.com/uploadfile/201401/W301A/US_W301AV7.0br_V1.0.0.3(467)_en_TD.rar,2014-08-22 03:00:40+00:00,3756202,d33b25ff4f2a23e6b63b10e36036786035e85265,71cbc5d99a58c868f6df4d0099e46352
4G302,V1.01.27_EN,US_4G302V1MT_V1.01.27_EN.rar,http://down.tendacn.com/uploadfile/201401/4G302/US_4G302V1MT_V1.01.27_EN.rar,2014-07-17 02:12:14+00:00,2970802,37e5fd46590512fdc6e778eec3c06030da97bc6c,66124a5a69490fbd37704db7d2a7182a
W1500A,V1.0.1.25_EN,w1500a_kfw_V1.0.1.25_en_svn7347.rar,http://down.tendacn.com/uploadfile/201401/W1500A/w1500a_kfw_V1.0.1.25_en_svn7347.rar,2014-09-22 06:27:30+00:00,5017332,e04ac5f989b7c04c34172585087e1404aa5a8492,64d9e75e3956f52ea32175072c1f9462
4G300,V1.01.27_EN,US_4G300V1MT_V1.01.27_EN.rar,http://down.tendacn.com/uploadfile/201401/4G300/US_4G300V1MT_V1.01.27_EN.rar,2014-07-17 02:12:08+00:00,2970802,243d96d6c665e05e7e188b3848f8d24b799b1d14,2913417449b77c2a4b41de97ebb1acf0
A301,V5.07.68_EN,US_A301V1BR_V5.07.68_EN.rar,http://down.tendacn.com/uploadfile/201401/A301/US_A301V1BR_V5.07.68_EN.rar,2014-04-17 09:09:50+00:00,1039692,af49b05d1b9ba3f40afd3c19e2a13020a86768bd,83bf0974f1e8a532660acf232c8808a3
DH301,V10.2.6.3_EN,US_DH301V1.0br_V10.2.6.3_en_FOR01.rar,http://down.tendacn.com/uploadfile/201401/DH301/US_DH301V1.0br_V10.2.6.3_en_FOR01.rar,2015-01-08 06:23:38+00:00,8050409,56400ef5a3aaa85c55eeafaedbfd913d7d65b0af,fac2af7606ff7e0b29cf16ef1ed5500f
D301,V1.0.5.14_EN,US_D301V1.0Br_V1.0.5.14_FOR01_EN_FOR.rar,http://down.tendacn.com/uploadfile/201401/D301/US_D301V1.0Br_V1.0.5.14_FOR01_EN_FOR.rar,2015-01-08 06:23:02+00:00,8050545,da7aedfd254157e48324ead54637caf5a5fa9227,5151099edfd65812d6bb22aa0c96c6bf
W312A,V1.0.0.4_EN,w312a_kf_V1.0.0.4_EN_svn304.rar,http://down.tendacn.com/uploadfile/201401/W312A/w312a_kf_V1.0.0.4_EN_svn304.rar,2014-06-17 07:20:16+00:00,3772579,df193b7d13df4409805bc0c8c7eaecb6697af0c6,cd1c0f31dd38f2dcc8d7f4ad5a4b37e3
DH301,V10.2.6_EN,US_DH301V1.0Br_V10.2.6_en_td.rar,http://down.tendacn.com/uploadfile/201401/DH301/US_DH301V1.0Br_V10.2.6_en_td.rar,2014-11-26 07:45:36+00:00,8038222,206aacf46f9532b7374c7c256e51a7a777ffab4e,a1a1f27a8e3e62befec0b260c4206efa
A300,V5.07.68_EN,US_A300V1BR_V5.07.68_EN.rar,http://down.tendacn.com/uploadfile/201401/A300/US_A300V1BR_V5.07.68_EN.rar,2014-04-17 09:09:42+00:00,1039692,50386fee969cd24c7372be6fe6d05191e56343c0,d8aefd8d5269cb69494e1bde2a181113
D303,V5.2.1.9_EN,US_D303V1.0BR_V5.2.1.9_en_FOR01.rar,http://down.tendacn.com/uploadfile/201401/D303/US_D303V1.0BR_V5.2.1.9_en_FOR01.rar,2015-01-08 06:23:28+00:00,8272351,752d5c9a184aa8943f55d84968c0e9c0b2c9b98b,7621cade898d8b1ef8caeee5cb51d9ff
4G630,V1.0.0.19_EN,US_4G630V1BR_V1.0.0.19_EN.rar,http://down.tendacn.com/uploadfile/201401/4G630/US_4G630V1BR_V1.0.0.19_EN.rar,2014-07-17 02:11:54+00:00,3989601,f46c8b2441c6dbd36fd3798d6e1c745cccdbb0b4,870216837b9669e966e191044223063c
4G600,V1.0.0.14_EN(,US_4G600V1Ra_V1.0.0.14_EN.rar,http://down.tendacn.com/uploadfile/201401/4G600/US_4G600V1Ra_V1.0.0.14_EN.rar,2014-06-04 02:25:10+00:00,2495424,54908b7498a0a24232c9baac14b7c6bb28854fc9,0c3dea28f54750789be95f2c9136e9dc
4G600,V1.0.0.8_EN,US_4G600V1Ra_V1.0.0.8_EN.rar,http://down.tendacn.com/uploadfile/201401/4G600/US_4G600V1Ra_V1.0.0.8_EN.rar,2014-04-18 02:46:04+00:00,2470339,4634b88dfe4682df35e18ec35d7b48cba60ec60e,289ee9581728b923b1ed2f2074a85b33
4G302,V1.01.27_EN(For,4G302V1.01.27_EN .rar,http://down.tendacn.com/uploadfile/201401/4G302/4G302V1.01.27_EN .rar,2014-06-04 06:31:28+00:00,2970587,5777d30da68fed101420879c53ec591b3464a45d,fd15816e66087493b396cb07b565b4bd
TEG3210P,V102R004,U_TEG3210PV1.0BR_V102R004_TENDA_EN.rar,http://down.tendacn.com/uploadfile/201401/TEG3210P/U_TEG3210PV1.0BR_V102R004_TENDA_EN.rar,2014-10-13 09:34:30+00:00,6319188,64c4b72732011477923c175f94b5f29763432e76,cb4169a6a79a3ba3a6da8ac6053938a4
W3002R,V5.07.64_EN,US_W3002RV1.0Br_V5.07.64_en_TD.rar,http://down.tendacn.com/uploadfile/201401/W3002R/US_W3002RV1.0Br_V5.07.64_en_TD.rar,2014-03-01 07:10:58+00:00,1040486,f8bb00b6c5c0cc821a7fb1b418e6f2a7071dee8b,5dcc1f5ce34a33962f30e7655706fc0c
4G301,V1.01.27_EN(For,4G301V1.01.27_EN .rar,http://down.tendacn.com/uploadfile/201401/4G301/4G301V1.01.27_EN .rar,2014-06-04 06:33:02+00:00,2970587,89c34af6085d5e765f599356af2556bfa7d934bc,1b294c8e10dd8dd7dcde4f0823b17e6a
N3,V5.07.46_EN,US_N3V1Br_V5.07.46_en_TD.rar,http://down.tendacn.com/uploadfile/201401/N3/US_N3V1Br_V5.07.46_en_TD.rar,2014-03-01 07:03:38+00:00,876462,22793d8066afc4c95fc1bcb0e3c4b8114ec7e6b0,d0414f0eea4258b329cc93e0f2fea4e4
4G302,V1.01.19_EN,US_4G302V1MT_V1.01.19_EN.rar,http://down.tendacn.com/uploadfile/201401/4G302/US_4G302V1MT_V1.01.19_EN.rar,2014-04-17 09:59:24+00:00,2937614,7628e12dba027edc6c747a8152a7def8eed5f3df,bc3c0f9a1d159e3f89e9139ba8b2382b
W303R,V5.07.46_EN,US_W303Rv1.0Br_V5.07.46_en_TDE.rar,http://down.tendacn.com/uploadfile/201401/W303R/US_W303Rv1.0Br_V5.07.46_en_TDE.rar,2014-03-01 07:07:08+00:00,1031249,e477d3fc4b5cd34b65c39a4fe8adf40195a2a257,ab3566307b1b8519c17e5baa795b323f
N30,V5.07.46_EN,US_N30V1Br_V5.07.46_en_TD.rar,http://down.tendacn.com/uploadfile/201401/N30/US_N30V1Br_V5.07.46_en_TD.rar,2014-03-01 06:59:24+00:00,1031239,e77925d6804d99bb6f335e7fea012c572b2ed301,7cfdaa555538808f06a2d1870ca5a7dd
W309R,V5.07.64_EN,US_W309RV3.0Br_V5.07.64_en_TD.rar,http://down.tendacn.com/uploadfile/201401/W309R/US_W309RV3.0Br_V5.07.64_en_TD.rar,2014-05-07 09:53:36+00:00,1040485,b9da0e62d9952b4e389aafb3c5df744c6006a019,afe6fc8ade9f26e963089a292a792089
4G300,V1.01.27_EN(For,4G300V1.01.27_EN.rar,http://down.tendacn.com/uploadfile/201401/4G300/4G300V1.01.27_EN.rar,2014-06-04 06:22:08+00:00,2970586,039b09ea2fca0c7f43d89de04edf453a96af55c6,a6d9282c1c2bc34962db854b6bdf671f
W311R,V5.07.47_EN,w311r_V5.07.47_en.rar,http://down.tendacn.com/uploadfile/201310/w311r_V5.07.47_en.rar,2013-10-27 07:07:00+00:00,913163,d3077d2bc553e25ebe50f5cd1a79a10e11f076b9,30bd1d8e6da4e76376afd94ba8798658
W1500A,V1.0.1.23_EN,w1500a_kfw_V1.0.1.23_en_svn7347.rar,http://down.tendacn.com/uploadfile/201401/W1500A/w1500a_kfw_V1.0.1.23_en_svn7347.rar,2014-06-27 09:03:44+00:00,5004737,08bca848717ff2dd4811ba2685bb1c20c1083c04,449ca467fa78606e297e3141aecf8474
A3,V5.07.28_EN,A3_V5.07.28_EN.zip,http://down.tendacn.com/uploadfile/201312/A3_V5.07.28_EN.zip,2014-01-08 09:10:44+00:00,812251,027d225a8d9e27d3357e8f2d59aa955f02a0035a,7c42c182cfa43fd3a00ca9744d003f86
4G630,V1.0.0.18_EN(,4G630V1.0.0.18_EN.rar,http://down.tendacn.com/uploadfile/201401/4G630/4G630V1.0.0.18_EN.rar,2014-06-04 03:05:04+00:00,3989580,2b53b914dd64913f181bb715848aacc2efa733ef,543a03e8d64385475fab6adfe6725aea
D1201,V9.4.8_EN,US_D1201V1BR_V9.4.8_en.rar,http://down.tendacn.com/uploadfile/201401/D1201/US_D1201V1BR_V9.4.8_en.rar,2014-12-15 03:41:24+00:00,8199479,66e0894f7f2c4410095e8d4e71d56bd7f262a8aa,4f65d88f8829afdc35070bff03afa531
4G630,V1.0.0.15_EN,US_4G630V1BR_V1.0.0.15_EN.rar,http://down.tendacn.com/uploadfile/201401/4G630/US_4G630V1BR_V1.0.0.15_EN.rar,2014-04-17 10:01:28+00:00,3997793,8733c591aa2923f4bd9ee03a09fcdb2047909c37,64f769bb4c98367d64b1d7228828c72c
WH450A,V1.0.0.18_EN,US_WH450AV1BR_WH450A_V1.0.0.18_EN.rar,http://down.tendacn.com/uploadfile/201401/WH450A/US_WH450AV1BR_WH450A_V1.0.0.18_EN.rar,2014-06-18 06:05:18+00:00,5030073,0fb960d745b07f5c215108b2e3d50c412e710ba0,8b300bd54a2593f5fe97c662abb3e65a
W1801R,V2.0.0.10_EN,US_W1801RV1.0BR_v2.0.0.10_en.rar,http://down.tendacn.com/uploadfile/201401/W1801R/US_W1801RV1.0BR_v2.0.0.10_en.rar,2015-03-04 07:33:56+00:00,12681312,1cd5087997f27d843a9ab0c1a94f775414cc9eee,1afd2253d6172fdedc0bf332ad1ac65e
