model,fver,fname,furl,fdate,fsize,sha1,md5
ipTIME N604plus,9.96.8,n604p_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n604p_kr_9_968.bin,2016-10-12 06:10:53+00:00,2080768,9d3023cdd3237fd209c8f42b872c7f861a3da972,12967630778b00f62b73cf74a69670f6
ipTIME N5,9.96.8,n5_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n5_kr_9_968.bin,2016-10-12 06:10:53+00:00,2080768,529d97e7a6a87bd00cd9fc7fbdf74e00e4ef7a7e,f45ebe92bafe04356dff8d878a3a6b52
ipTIME N3,9.96.8,n3_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n3_kr_9_968.bin,2016-10-12 06:10:53+00:00,2080768,70ca169745771023ce11d154354b902fd7ebe0fe,8e02ca618823e71fd20065f2403655bf
ipTIME N2plus,9.96.8,n2p_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n2p_kr_9_968.bin,2016-10-12 06:10:52+00:00,2080768,7ba821922a8850594c80ce5f2fc21c9454d2021d,b6f057785d0ba00393b915d18245b703
ipTIME N2Eplus,9.96.8,n2e_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n2e_kr_9_968.bin,2016-10-12 06:10:53+00:00,2080768,f393749f47faf59625728c5123d2a0a9add59b4a,a6dfb84d3eb47a7baff4a0636922637a
ipTIME N2E,9.96.8,n2e_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n2e_kr_9_968.bin,2016-10-12 06:10:53+00:00,2080768,f393749f47faf59625728c5123d2a0a9add59b4a,a6dfb84d3eb47a7baff4a0636922637a
ipTIME N1plus,9.96.8,n1p_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n1p_kr_9_968.bin,2016-10-12 06:10:52+00:00,2080768,c1fd26ba1b14897041f096439e58a2fc54215ab4,abdf94ad0e8472ac5a9a24b3712086ca
ipTIME N1E,9.96.8,n1e_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n1e_kr_9_968.bin,2016-10-12 06:10:52+00:00,2080768,8124742d60d21cf20b8f48b73c567155557d09b6,2a1782b77d7e0ffdebaa4693579c2947
ipTIME N104V,9.96.8,n104v_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n104v_kr_9_968.bin,2016-10-12 06:10:51+00:00,2093056,4785c5a8ab23c08423ac132909970819600c3453,15e5cc960c2d60b765cb1a905310b69c
ipTIME N104R,9.96.8,n104r_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n104r_kr_9_968.bin,2016-10-12 06:10:52+00:00,2080768,f54dd60e1f0483f4eb8c52bc463cd0f591725689,c6d949820eade25de59445ef6bd3031d
ipTIME N104Q,9.96.8,n104q_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n104q_kr_9_968.bin,2016-10-12 06:10:51+00:00,2080768,8def9bdc6867a962b69f3b0379ac73e671e3e9eb,22943d88511cc00a08b1b1be5652ae38
ipTIME N104plus,9.96.8,n104p_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n104p_kr_9_968.bin,2016-10-12 06:10:51+00:00,2080768,0237ad30339e89b69c848dff2d82a7df7bf7563f,d16c07dbfa06042df976fc503556bb51
ipTIME N104K,9.96.8,n104k_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n104k_kr_9_968.bin,2016-10-12 06:10:51+00:00,2080768,1536196a9ab025c5519bfdfda3465750f2af7619,35390493ccb49f78746739f389e512e1
ipTIME N604 Black,9.96.8,n604bl_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n604bl_kr_9_968.bin,2016-10-12 04:27:16+00:00,3347708,71cec8fd52dadfa55a02a1db8d54dde7f7ec3e5a,10b774ca6eba8df478d2327a0e27b5da
ipTIME N104 Black,9.96.8,n104bl_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n104bl_kr_9_968.bin,2016-10-12 04:27:15+00:00,3347708,6a1c90461b36e43182e7397760cf84f8f2f6e332,3ecb8a9545c79303dca192e1e9b4b238
ipTIME A3004ns-dual,9.96.8,a3004nd_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a3004nd_kr_9_968.bin,2016-10-12 04:27:16+00:00,13414400,db2b189092927d21865cd59f27a2342f0787ee17,6a49891bdadaf435c088f5b386d1e0fa
ipTIME A3004-dual,9.96.8,a3004d_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a3004d_kr_9_968.bin,2016-10-12 04:27:14+00:00,3923968,a4793712cb89ed67de51ef78556dfe8d63e7cd5e,d30ce16035fb9c0639132a531c1cbdfa
ipTIME A1004NS,9.96.8,a1004ns_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a1004ns_kr_9_968.bin,2016-10-12 04:27:12+00:00,12308480,5e276fbf53c85e0d4164bf83c0c6ccfcf17ea409,198fb372105a58fe940a6eabaea1e0d5
ipTIME N604Tplus,9.96.8,n604t_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n604t_kr_9_968.bin,2016-10-12 04:27:16+00:00,3997696,5436e2695040d8bc900b9c3f151f71e858727d94,22b627184e4ae1f617f1fd001aa201d7
ipTIME N604T,9.96.8,n604t_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/n604t_kr_9_968.bin,2016-10-12 04:27:16+00:00,3997696,5436e2695040d8bc900b9c3f151f71e858727d94,22b627184e4ae1f617f1fd001aa201d7
ipTIME A104ns,9.96.8,a104ns_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a104ns_kr_9_968.bin,2016-10-12 04:27:14+00:00,7725056,05e24d091f62022f508dfce252c9f736e8fb6012,d8feb989ab3bee4d8662c1f7286265aa
ipTIME A104,9.96.8,a104_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a104_kr_9_968.bin,2016-10-12 04:27:13+00:00,3944448,18dd6c0e6dca02f415ab870ef017adb8aacefc6e,16d8779cb1cfdad931dc6b959c154642
ipTIME A1004V,9.96.8,a1004v_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a1004v_kr_9_968.bin,2016-10-12 04:27:13+00:00,3919872,4b11525b9384a3905b19460ffb6a4be6546b59c5,aeef725299a20149bd2612f7ccc58d97
ipTIME A1004ns,9.96.8,a1004ns_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a1004ns_kr_9_968.bin,2016-10-12 04:27:12+00:00,12308480,5e276fbf53c85e0d4164bf83c0c6ccfcf17ea409,198fb372105a58fe940a6eabaea1e0d5
ipTIME A1004,9.96.8,a1004_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a1004_kr_9_968.bin,2016-10-12 04:27:11+00:00,3919872,75e1df7330ab3554c454a954f059ec8976cf9f96,67c8ed5255c14e97e7bfb6ad7c0bab86
ipTIME A7NS,9.96.8,a7ns_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a7ns_kr_9_968.bin,2016-10-11 05:43:04+00:00,14700600,da69216ca37155bd7840cde6055b91c0534f3e82,ac930e35e1eef721fb76d30773b9aebc
ipTIME A704NS-BCM,9.96.8,a704nb_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a704nb_kr_9_968.bin,2016-10-11 05:43:04+00:00,14417976,57c6be64b3205b4f631185e4c98d73687c1c3291,31a87ac1193099ca87bd6f18d06ad2aa
ipTIME A6004ns,9.96.8,a6004ns_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a6004ns_kr_9_968.bin,2016-10-11 05:43:01+00:00,24191032,e8bda7bea747eedda50bba4fc3fdff93649051f7,8258c822b9d3080951a8e6be03e0da81
ipTIME A5004ns,9.96.8,a5004ns_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a5004ns_kr_9_968.bin,2016-10-11 05:42:56+00:00,24186936,bee6ce8cc9f7d3baf03c087d678cf16c3a7fba10,09f073c8d37c71b4cbdaf71e08eec57e
ipTIME A3004NS-BCM,9.96.8,a3004nb_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a3004nb_kr_9_968.bin,2016-10-11 05:43:08+00:00,15618104,c591d45dfd5fadd86274960d009862c434875795,2e8d11fec27ebf39eeadebbea54ecea0
ipTIME A3004ns,9.96.8,a3004ns_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a3004ns_kr_9_968.bin,2016-10-11 05:43:10+00:00,8134712,e51c867d965f6b10e082e820c7103222d0eff898,f6d7d710c980c575c9d7b0d5f89148e3
ipTIME A3004,9.96.8,a3004_kr_9_968.bin,http://download.iptime.co.kr/online_upgrade/a3004_kr_9_968.bin,2016-10-11 05:43:06+00:00,6172728,946f51ce92bf092bba8e7bc4acb587e935e18cb9,6e26e3f01de2592557f80796ccfbe450
ipTIME A704NS-BCM,9.96.4,a704nb_kr_9_964.bin,http://download.iptime.co.kr/online_upgrade/a704nb_kr_9_964.bin,2016-09-05 07:18:10+00:00,14409784,d319814ed5ba18ff0bef39af9d01ee06d6f53269,849d65d481a8ad3053b39401499ea95a
ipTIME A3004NS-BCM,9.96.4,a3004nb_kr_9_964.bin,http://download.iptime.co.kr/online_upgrade/a3004nb_kr_9_964.bin,2016-09-05 07:18:14+00:00,15609912,5d404b7050a7144b811c32367085c66286bd3560,9d51a7ae401d9b32e55c7de927641374
ipTIME A7NS,9.96.4,a7ns_kr_9_964.bin,http://download.iptime.co.kr/online_upgrade/a7ns_kr_9_964.bin,2016-09-05 07:18:09+00:00,14831672,ca23e8b6aa4d9470e6c7f014d6b1c49b4d39724a,25674ab0b6dd0cd3601da41686ad8f0f
ipTIME A6004ns,9.96.4,a6004ns_kr_9_964.bin,http://download.iptime.co.kr/online_upgrade/a6004ns_kr_9_964.bin,2016-09-05 07:18:07+00:00,24322104,8b7fcdc405a2ea9792e1848ae17ed1120260052a,9b73df5caaae5c492961520eb2eaf421
ipTIME A5004ns,9.96.4,a5004ns_kr_9_964.bin,http://download.iptime.co.kr/online_upgrade/a5004ns_kr_9_964.bin,2016-09-05 07:18:01+00:00,24318008,05f2795c612cfcdee06c31958fac8813efbfd6d1,8609ab5eacf830d25ce37e32511ce979
ipTIME A3004ns,9.96.4,a3004ns_kr_9_964.bin,http://download.iptime.co.kr/online_upgrade/a3004ns_kr_9_964.bin,2016-09-05 07:17:56+00:00,8126520,7bd369edef7f72ac184999e29bd591c221c0fea3,ba970b104b7ac42908f6943ac057defa
ipTIME A3004,9.96.4,a3004_kr_9_964.bin,http://download.iptime.co.kr/online_upgrade/a3004_kr_9_964.bin,2016-09-05 07:18:13+00:00,6164536,43a723137efeb0a9c994f030319904070ef8c10d,44dd44e121a470f3486ebafb335bc68c
A704NS-BCM,9.95.8,a704nb_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a704nb_kr_9_958.bin,2016-07-11 05:51:08+00:00,14405688,f0d029a71f1dad9d31e4b1f03718a1de102def98,02d20294d2cbd6cef4cab1f5d3eff1a9
A3004NS-BCM,9.95.8,a3004nb_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a3004nb_kr_9_958.bin,2016-07-11 05:51:01+00:00,15609912,0342537a12134b3f4ec77acc6a28c6a110a53539,aee096f8c5d776c6fedcef8508dad455
ipTIME N604Tplus,9.96.2,n604t_kr_9_962.bin,http://download.iptime.co.kr/online_upgrade/n604t_kr_9_962.bin,2016-08-18 07:48:14+00:00,3989504,9c1ec33e260eff8c76d26738da0ad4ff6ba71940,47bc48b69c63147299b49d4fec33927a
ipTIME N604T,9.96.2,n604t_kr_9_962.bin,http://download.iptime.co.kr/online_upgrade/n604t_kr_9_962.bin,2016-08-18 07:48:14+00:00,3989504,9c1ec33e260eff8c76d26738da0ad4ff6ba71940,47bc48b69c63147299b49d4fec33927a
ipTIME A7NS,9.96.0,a7ns_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a7ns_kr_9_960.bin,2016-07-20 05:19:01+00:00,14692408,d8ac750cdeebbf08e7f0fee623824cd2ca37fa92,2cb1944b399538befc5423d709a229c0
ipTIME N6,9.96.0,n6_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n6_kr_9_960.bin,2016-07-20 05:18:47+00:00,2818048,e7f47126f35d1ff3874f542cb99a7ea126f6bcfe,3cb769cb5d3eefe4c40c56cd98117550
ipTIME MobileAP1,9.96.0,mobap1_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/mobap1_kr_9_960.bin,2016-07-21 05:55:34+00:00,6615040,08c6ebef6d1e42691f328eec33d8487309b2bee2,cad279e863d2b2ca6d9a819e46119083
ipTIME N804V,9.96.0,n804v_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n804v_kr_9_960.bin,2016-07-20 05:18:53+00:00,3129344,aead88ad215ef1302095ddee7f55552cecff63d7,0e4f72254e82df2cf3b471dd720d3622
ipTIME N804T,9.96.0,n804t_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n804t_kr_9_960.bin,2016-07-20 05:18:52+00:00,3129344,2bb36fb8118a324cac704354ef8c16e86cbf7e62,eb6db2122f538a1b6c15cfbd4afdf362
ipTIME N804A,9.96.0,n804a_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n804a_kr_9_960.bin,2016-07-20 05:18:51+00:00,3129344,25c6044ddcbd4bbf1834374dd023d2244da410f0,0a99561baa015164f846f60d4585bf72
ipTIME N804,9.96.0,n804_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n804_kr_9_960.bin,2016-07-20 05:18:51+00:00,3129344,ce74130d5143f1f505ee1a394a5b72df1f4112f1,0f0e4d60326a118c88a27d3415caf932
ipTIME N604 Black,9.96.0,n604bl_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n604bl_kr_9_960.bin,2016-07-20 05:18:47+00:00,3307103,563dd7593f27e880fddee6170310dd60e3a9e553,dc13a66557694cd7a7347e4dcaf6f08f
ipTIME N104 Black,9.96.0,n104bl_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n104bl_kr_9_960.bin,2016-07-20 05:18:46+00:00,3307103,da9636a76507f45acc5484346184c7e8d39b18d2,d7c68b1b6a034bd52a67d2d118c08c6f
ipTIME N604Tplus,9.96.0,n604t_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n604t_kr_9_960.bin,2016-07-20 05:18:48+00:00,3989504,70ad726af05bb849c02e22d134cf3e3a8ca54080,636f2144e8193ab3e2d1efaa564dff85
ipTIME N604T,9.96.0,n604t_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n604t_kr_9_960.bin,2016-07-20 05:18:48+00:00,3989504,70ad726af05bb849c02e22d134cf3e3a8ca54080,636f2144e8193ab3e2d1efaa564dff85
ipTIME N904ns,9.96.0,n904ns_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n904ns_kr_9_960.bin,2016-07-20 05:18:55+00:00,8208440,cdba28fc1c7f170126890ca4d710cb48f0cab3a8,8274ab39089e64dc91d3a6b595716425
ipTIME N704ns,9.96.0,n704ns_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n704ns_kr_9_960.bin,2016-07-20 05:18:51+00:00,8204344,f3fd4b9124db0775ec9fc015615356d6a8b099d7,840a115036544eb2baf60aa528623621
ipTIME N704V3,9.96.0,n704v3_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n704v3_kr_9_960.bin,2016-07-20 05:18:53+00:00,3928120,efcd7f54dfcedb3836af2905919884198749d106,15912ad9ddde8faaad37f06fc249c6bd
ipTIME N704BCM,9.96.0,n704bcm_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n704bcm_kr_9_960.bin,2016-07-20 05:18:49+00:00,3928120,72aeba6275cf291659ad8084931c4aea8fcf3732,7fdad60641f1ab11c32c8d726e694164
ipTIME N704-A3,9.96.0,n704a3_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n704a3_kr_9_960.bin,2016-07-20 05:18:51+00:00,3928120,a7688b42e8a13398b793d1e49b026fc78083faf2,58f08b2d97bc1a2e7dfba54c0b6f99a8
ipTIME N702BCM,9.96.0,n702bcm_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n702bcm_kr_9_960.bin,2016-07-20 05:18:48+00:00,3928120,298f4c19f15400b608a29b176d1fa6f58d7fbf9b,7f5562b3a9318264292c3841d13aa31d
ipTIME EW302N,9.96.0,ew302_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/ew302_kr_9_960.bin,2016-07-20 05:19:21+00:00,3928120,f6b84bdbc6be7c1e2db070253aa9fc38944ec54b,d99a4a9fc2e1ef6d2d47eac7e5c9bcc7
ipTIME N904V,9.96.0,n904v_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n904v_kr_9_960.bin,2016-07-20 05:18:55+00:00,3227648,b1ad9d50956cdfd1880780889752df1b55763e64,087e7a5028677baee2b8da99f49a9325
ipTIME N904plus,9.96.0,n904_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n904_kr_9_960.bin,2016-07-20 05:18:54+00:00,3227648,7923764da88719e86c34ab6535134ada90c34f63,02256886ff7d20630ec820090a341432
ipTIME N904,9.96.0,n904_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n904_kr_9_960.bin,2016-07-20 05:18:54+00:00,3227648,7923764da88719e86c34ab6535134ada90c34f63,02256886ff7d20630ec820090a341432
ipTIME N804T3,9.96.0,n804t3_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n804t3_kr_9_960.bin,2016-07-20 05:18:53+00:00,3227648,69b9ba44cd01261f1adf395950a1382cdd4060f0,e14fc18a86a44e5f150ee04240adafc1
ipTIME N804A3,9.96.0,n804a3_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n804a3_kr_9_960.bin,2016-07-20 05:18:52+00:00,3227648,df3cc1b2d0d85e3f2818bd7a2e6e4557578f4381,8cddf285ee33a25052338296e171c461
ipTIME N8004V,9.96.0,n8004v_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n8004v_kr_9_960.bin,2016-07-20 05:18:59+00:00,3260416,4ff8f7db572c078656c7461316913a16c7e7245e,f42e9a783f290a36679062ead0e38d63
ipTIME N8004R,9.96.0,n8004r_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n8004r_kr_9_960.bin,2016-07-20 05:18:56+00:00,3260416,53f263f5eed465bdddf58626ca7cb881aa9929b4,6553789db7eb8eb74b20c049c1e5c02f
ipTIME N6004R,9.96.0,n6004r_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/n6004r_kr_9_960.bin,2016-07-20 05:18:55+00:00,3190784,1088f9e97a7e590d896bf4679b4867c8661cb244,09d990231332f7880aaebeb8f664833e
ipTIME A3004ns-dual,9.96.0,a3004nd_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a3004nd_kr_9_960.bin,2016-07-20 05:19:12+00:00,13381632,b338b738ac1a0d033191ca50f0e3913d5f0723a0,38242990d31910f3d691832635babf09
ipTIME A3004-dual,9.96.0,a3004d_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a3004d_kr_9_960.bin,2016-07-20 05:19:09+00:00,3887104,e510cfee7ac4ef9b6778b0c8ef0865956d0bfd18,7afdc76539c21ae45bc5776fb000aa9a
ipTIME A1004NS,9.96.0,a1004ns_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a1004ns_kr_9_960.bin,2016-07-20 05:19:07+00:00,12283904,fac28709ad668443fd3f826f32abf0c61e5ae214,4880048fac14731efc6b066db2dfec71
ipTIME A104ns,9.96.0,a104ns_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a104ns_kr_9_960.bin,2016-07-20 05:19:01+00:00,7704576,712b555133c3c6833834820e8fc9c83b728687f1,dea59aa773b59e5db440395128ee0533
ipTIME A104,9.96.0,a104_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a104_kr_9_960.bin,2016-07-20 05:19:00+00:00,3936256,6c07e12183a7932cf2557640404d465e476106e1,c635d50e9966db5fa42403355f720a58
ipTIME A1004V,9.96.0,a1004v_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a1004v_kr_9_960.bin,2016-07-20 05:19:04+00:00,3911680,3d35eca51354474ec8c61bce8e2561a97efee53e,acefd0454585e9073ee54ec94d56c36a
ipTIME A1004ns,9.96.0,a1004ns_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a1004ns_kr_9_960.bin,2016-07-20 05:19:07+00:00,12283904,fac28709ad668443fd3f826f32abf0c61e5ae214,4880048fac14731efc6b066db2dfec71
ipTIME A1004,9.96.0,a1004_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a1004_kr_9_960.bin,2016-07-20 05:19:03+00:00,3911680,8bd4f9f87555d919c437a4de55761fee96e269bd,0bc5d418f0e580f93342366620a63154
ipTIME A604V,9.96.0,a604v_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a604v_kr_9_960.bin,2016-07-20 05:19:02+00:00,3436544,1498578d7c6ff60cf47b6af39a09847536a46570,1f55eae8ccf167cf381545883ea16c4a
ipTIME A604,9.96.0,a604_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a604_kr_9_960.bin,2016-07-20 05:19:02+00:00,3436544,1a9931b578ea9d9b6a2d20996a6971dd5481ef38,053a517abe6608b99fed60757bd6062e
ipTIME A2008,9.96.0,a2008_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a2008_kr_9_960.bin,2016-07-20 05:19:08+00:00,3698688,4fcec69a60acd0dee361429bf71b1561018d73be,6cb91ae83b87b978aafc65b335798e99
ipTIME A2004R,9.96.0,a2004r_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a2004r_kr_9_960.bin,2016-07-20 05:19:07+00:00,3764224,fb9298f4914249c322f21ec34a03ef3ad4581185,6548d21c475dae35103ec0149f7ae8ab
ipTIME A2004plus,9.96.0,a2004_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a2004_kr_9_960.bin,2016-07-20 05:19:05+00:00,3698688,4dca3ce64bdbdb40e2a37fb2738be9e7dc228617,3e19549c189a0635674295222f640569
ipTIME A2004NSplus,9.96.0,a2004ns_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a2004ns_kr_9_960.bin,2016-07-20 05:19:06+00:00,7614464,015bb24119a0a657f210ca4a3eb7bc6ceb63ff2f,4e0cc3b09075b48ed2ba3df00635ef9b
ipTIME A2004NS-R,9.96.0,a2004sr_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a2004sr_kr_9_960.bin,2016-07-20 05:19:09+00:00,8130560,d4397d5ba53a6ebe6a99efe94c8be58ceea0222f,ecdaa99c7baff9bbfe114343fed0f7c0
ipTIME A2004ns,9.96.0,a2004ns_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a2004ns_kr_9_960.bin,2016-07-20 05:19:06+00:00,7614464,015bb24119a0a657f210ca4a3eb7bc6ceb63ff2f,4e0cc3b09075b48ed2ba3df00635ef9b
ipTIME A2004,9.96.0,a2004_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a2004_kr_9_960.bin,2016-07-20 05:19:05+00:00,3698688,4dca3ce64bdbdb40e2a37fb2738be9e7dc228617,3e19549c189a0635674295222f640569
ipTIME A104r,9.96.0,a104r_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a104r_kr_9_960.bin,2016-07-20 05:19:03+00:00,3371008,ec1b531c7bce3d619b936804f691db00d3c4a5bd,ab11e0b89df14cefa7591e6155032c6e
ipTIME A6004ns,9.96.0,a6004ns_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a6004ns_kr_9_960.bin,2016-07-20 05:19:23+00:00,24178744,23e97d91dd9f1101c96353d3f7596bef71e4f234,001f4fb27c1718ff0c542d84e5323b59
ipTIME A5004ns,9.96.0,a5004ns_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a5004ns_kr_9_960.bin,2016-07-20 05:19:17+00:00,24178744,a055cd3edd488d6df75c0dbfac15c25a66ec2ff3,47c1ec8ace1998cfb2e3f83b23a64b35
ipTIME A3004ns,9.96.0,a3004ns_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a3004ns_kr_9_960.bin,2016-07-20 05:19:13+00:00,8126520,93a10c0fb897125760374bf73ea54e60709bb9e9,065edce59deb3cf6012c5e45909d25b0
ipTIME A3004,9.96.0,a3004_kr_9_960.bin,http://download.iptime.co.kr/online_upgrade/a3004_kr_9_960.bin,2016-07-20 05:19:09+00:00,6164536,8aca219fbc381ea7d4cd69af3d70643778d92252,e26970432c6299ac2eb2efd4bbdc4a95
ipTIME A3004ns,9.95.8,a3004ns_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a3004ns_kr_9_958.bin,2016-07-11 05:51:01+00:00,8126520,80149d26040e1a9f668e2cdb7b3cc23a7e677096,5eb074f4b7ea9c093cbbab7233be61ae
ipTIME A6004ns,9.95.8,a6004ns_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a6004ns_kr_9_958.bin,2016-07-11 05:51:06+00:00,24178744,0ad7124f67b5cf2a0ac3dd53656f32d52177e853,18d689dc98f2ff9d00b8378466c84f91
ipTIME A5004ns,9.95.8,a5004ns_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a5004ns_kr_9_958.bin,2016-07-11 05:51:05+00:00,24178744,f456792d270861007e411bb2245a52b0c0937b6f,9cf0c19ff4bc40293645774de57cfd8a
ipTIME A3004,9.95.8,a3004_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a3004_kr_9_958.bin,2016-07-11 05:51:00+00:00,6164536,6f024aa6bbbe28a8561ed22f4742e4d5f0c91869,723a3f4a92ecc50af7176596b5d4bb0f
ipTIME A3004ns-dual,9.95.8,a3004nd_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a3004nd_kr_9_958.bin,2016-07-11 04:53:02+00:00,13381632,42ecca829e66fb6d4a15cb68f1ca6f371a8b4d7c,65859fb86b595628692ed5c5e3f139ba
ipTIME A3004-dual,9.95.8,a3004d_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a3004d_kr_9_958.bin,2016-07-11 04:54:09+00:00,3883008,4cd5667249a1bcb3555ded46684526fab934d0d7,913094a9822fda52b7be02eb5b2d9abb
ipTIME A1004NS,9.95.8,a1004ns_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a1004ns_kr_9_958.bin,2016-07-11 04:20:07+00:00,12345344,c30abeec92917f9290ac31c7790fd01d368dce6c,6a2c533d28174b70a4ae22398bfba8a8
ipTIME A104ns,9.95.8,a104ns_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a104ns_kr_9_958.bin,2016-07-11 04:37:15+00:00,7761920,4f4f738497768c58a7751783472fbecf041f6075,175b52fe6ae6fdb0b0a1c7c481eeac1d
ipTIME A104,9.95.8,a104_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a104_kr_9_958.bin,2016-07-11 04:43:06+00:00,3993600,7058f9fc0719c23a67fe62f5037eb759cab81405,ee335bd9ed3a5fb286c6f8d46407a535
ipTIME A1004V,9.95.8,a1004v_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a1004v_kr_9_958.bin,2016-07-11 04:06:50+00:00,3969024,5dc94bdf475163b027c30adda5999292db5bb3c1,7013e9eb5664c712cab6aa86e1587634
ipTIME A1004,9.95.8,a1004_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/a1004_kr_9_958.bin,2016-07-11 04:01:54+00:00,3969024,e8df7a201c398174458bde1638b57fb696018e51,81694881156e1a93bd300f3a1c79115b
ipTIME N904V,9.95.8,n904v_kr_9_958.bin,http://download.iptime.co.kr/online_upgrade/n904v_kr_9_958.bin,2016-07-11 04:58:36+00:00,3158016,ff7eda65a0963a484397d0ca14a003bb8c6722d4,5d044679fb3577be3c9f8a9ef51af05d
