model,fw_ver,fileName,fw_url,fw_date,fileSize,sha1,md5
DM200,1.0.0.36,DM200_V1.0.0.36.zip,http://www.downloads.netgear.com/files/GDC/DM200/DM200_V1.0.0.36.zip,2016-08-30 13:19:49+00:00,6852769,974aaa1e8a945c154729b8c65925f4a3ce36f252,80e6792b73dac65d54ea6b049c3a2345
DM200,1.0.0.34,DM200_V1.0.0.34.zip,http://www.downloads.netgear.com/files/GDC/DM200/DM200_V1.0.0.34.zip,2016-06-20 07:53:45+00:00,7283638,7df9dbc4fa67b89f0494cd6b5cf16e1851f61fbc,fb84948c363ba159415b2eeaa48974d9
PLW1000,1.0.1.4,PLW1000-V1.0.1.4.zip,http://www.downloads.netgear.com/files/GDC/PLW1000/PLW1000-V1.0.1.4.zip,2016-04-14 09:21:18+00:00,7156001,e36ad61c4faa3132a065a0532c35c787d42df246,d705e8a7f36dee70e36f652aeb32b848
PLW1000,1.0.0.22,PLW1000-V1.0.0.22.zip,http://www.downloads.netgear.com/files/GDC/PLW1000/PLW1000-V1.0.0.22.zip,2016-01-21 01:50:40+00:00,7127970,b24fdc6858c5dc0ab5131401c6277eb6c85e1109,439a1e84367363a36f187432db27b495
PLW1000,1.0.0.18,PLW1000-V1.0.0.18.zip,http://www.downloads.netgear.com/files/GDC/PLW1000/PLW1000-V1.0.0.18.zip,2016-02-12 12:17:25+00:00,7090895,47228fe2a1840ee902bbf85c20a387500739d09d,36e6ee860d96d0b2fbd557b89cd322d1
XAU2511,0.2.1.2,XAU2511_V0.2.1.2.zip,http://www.downloads.netgear.com/files/GDC/XAU2511/XAU2511_V0.2.1.2.zip,2012-08-13 02:37:12+00:00,5285360,258e3fc7ce6a17c2b21029c70d00f0a2ef6baba0,8bbce050a1cd9dc25418e2101eec53e9
XAU2511,0.2.1.7,XAU2511-v0.2.1.7.zip,http://www.downloads.netgear.com/files/GDC/XAU2511/XAU2511-v0.2.1.7.zip,2013-01-14 17:01:26+00:00,5147377,e5f6eb90b5e97845e0ca3134d187f0e8a8bfa66d,9d815718641831486b1a151da1090ace
XAU2511,0.2.1.5,XAU2511_V0.2.1.5.zip,http://www.downloads.netgear.com/files/GDC/XAU2511/XAU2511_V0.2.1.5.zip,2012-10-09 22:44:36+00:00,5276781,bac2227c6de21c182b9a6374264db133fb54cffe,4e4ead299882d432edb76688600f2e25
XAUB2511,0.2.1.5,XAU2511_V0.2.1.5.zip,http://www.downloads.netgear.com/files/GDC/XAU2511/XAU2511_V0.2.1.5.zip,2012-10-09 22:44:36+00:00,5276781,bac2227c6de21c182b9a6374264db133fb54cffe,4e4ead299882d432edb76688600f2e25
XAUB2511,0.2.1.2,XAU2511_V0.2.1.2.zip,http://www.downloads.netgear.com/files/GDC/XAU2511/XAU2511_V0.2.1.2.zip,2012-08-13 02:37:12+00:00,5285360,258e3fc7ce6a17c2b21029c70d00f0a2ef6baba0,8bbce050a1cd9dc25418e2101eec53e9
XAUB2511,0.2.1.7,XAU2511-v0.2.1.7.zip,http://www.downloads.netgear.com/files/GDC/XAU2511/XAU2511-v0.2.1.7.zip,2013-01-14 17:01:26+00:00,5147377,e5f6eb90b5e97845e0ca3134d187f0e8a8bfa66d,9d815718641831486b1a151da1090ace
XAV1004,2.0.0.0,XAV1004 Firmware Upgrade Utility v2.0.0.0.zip,http://www.downloads.netgear.com/files/GDC/XAV1004/XAV1004 Firmware Upgrade Utility v2.0.0.0.zip,2012-05-08 02:02:42+00:00,5906380,7a2212fc525faf83b19ad56d2fe05130b454a145,7db9497406db4c319f7eb4f41d43821a
XAV101v2,2.1.7,XAV101v2_Firmware_Upgrade_Utility-v2.1.7.zip,http://www.downloads.netgear.com/files/GDC/XAV101v2/XAV101v2_Firmware_Upgrade_Utility-v2.1.7.zip,2013-02-20 16:00:22+00:00,15438749,7864a05141c2e275f32df4751aae303771cd0178,c1fb2d5145dbd137bd43ced7b02d4d28
XAV1201,0.2.0.8,XAV1201_FW_V0.2.0.8NA.zip,http://www.downloads.netgear.com/files/GDC/XAV1201/XAV1201_FW_V0.2.0.8NA.zip,2012-10-24 02:12:01+00:00,317270,64e50e612b95b294ec5eaf0f644f28f2b1af1462,d0b96646dca7d6c68f36bb8652f85be1
XAV1301v2,0.2.0.8,XAV1301v2_V0.2.0.8NA.zip,http://www.downloads.netgear.com/files/GDC/XAVB1301V2/XAV1301v2_V0.2.0.8NA.zip,2012-10-24 02:45:15+00:00,317279,caebab1517ae43eecf8450aa2f76312953e140df,d95437828cec11d2aac57c43aff7b1fe
XAV1501,2.1.7,XAV1501 Firmware Upgrade Utility Version 2.1.7.zip,http://www.downloads.netgear.com/files/GDC/XAV1501/XAV1501 Firmware Upgrade Utility Version 2.1.7.zip,2012-04-20 07:15:01+00:00,14961433,df39006e3f2b2d69ae68ec96d28a330f9410ff12,1a94cee4c3d89f3399783302736d6ca3
XAV1601,0.2.0.9,XAV1601 Firmware Upgrade Utility Version 0.2.0.9.zip,http://www.downloads.netgear.com/files/XAV1601/XAV1601 Firmware Upgrade Utility Version 0.2.0.9.zip,2012-03-30 08:57:41+00:00,2650137,1fed4c496cb82f8a5d06057387774ee006fb8799,28e6044da9c93eb6a8e946670e455375
XAV2001,2.0.0.1,XAV2001 Firmware Upgrade Utility v2.0.0.1.zip,http://www.downloads.netgear.com/files/GDC/XAV2001/XAV2001 Firmware Upgrade Utility v2.0.0.1.zip,2012-05-02 06:46:45+00:00,6571980,8dfcb3c3519452a0635a47de8bd867119fb110c1,7e84c8b9ca1c4b5360f9d01987a53fb2
XAV2101v2,0.3.0.9,XAV2101v2_FW_V0.3.0.9NA.zip,http://www.downloads.netgear.com/files/GDC/XAVB2101V2/XAV2101v2_FW_V0.3.0.9NA.zip,2012-10-24 03:56:40+00:00,306991,b70283e0610537e4252180b5f8478f32020a0aba,e69e763c66ef3df2691bb9eafa72e7e9
XAV2501,1.0.0.7,XAV2501 Firmware Upgrade Utility Version 1.0.0.7.zip,http://www.downloads.netgear.com/files/GDC/XAV2501/XAV2501 Firmware Upgrade Utility Version 1.0.0.7.zip,2012-04-30 04:28:20+00:00,5675955,b8875eeb6eb308fb9a756837735b1b786109d739,1053b4cac6d8b6442705560e11c899ed
XAV5001,2.0.0.2,XAV5001  XAVB5001 Firmware Upgrade Utility v2.0.0.2.zip,http://www.downloads.netgear.com/files/GDC/XAV5001_XAVB5001/XAV5001  XAVB5001 Firmware Upgrade Utility v2.0.0.2.zip,2012-04-17 03:36:11+00:00,6019096,c0affb27de1e37482c1851405604194054a594ad,b1ac9ea8a3ad80899e1e9488d6b6eec3
XAV5001,2.0.0.0,XAV5001  XAVB5001 Firmware Upgrade Utility v2.0.0.0.zip,http://www.downloads.netgear.com/files/GDC/XAV5001_XAVB5001/XAV5001  XAVB5001 Firmware Upgrade Utility v2.0.0.0.zip,2012-04-17 03:36:03+00:00,5970873,18f000b9e61150fbd4aaff4c572df0da71f9c63e,c5b2f14ef8ba7c54b7bb0af3a87de83d
XAV5004,2.0.0.0,XAV5004 Firmware Upgrade Utility v2.0.0.0.zip,http://www.downloads.netgear.com/files/GDC/XAV5004/XAV5004 Firmware Upgrade Utility v2.0.0.0.zip,2012-04-04 04:10:44+00:00,5970765,fc98ff923d8516475e49764c8df47d11c0ece774,8f16214ff8fa7eefb6a61d2e250357cb
XAV5004,2.0.0.1,XAV5004 Firmware Upgrade Utility v2.0.0.1.zip,http://www.downloads.netgear.com/files/GDC/XAV5004/XAV5004 Firmware Upgrade Utility v2.0.0.1.zip,2012-04-04 04:10:46+00:00,5975033,fa163e47707043fcfeaa4a72babf69f34c42d407,af25b14c74f227cb4cb714c7d2c37073
XAV5004,2.0.0.4,XAV5004_FW_upgrade_v2.0.0.4.zip,http://www.downloads.netgear.com/files/GDC/XAV5004/XAV5004_FW_upgrade_v2.0.0.4.zip,2013-06-23 13:09:04+00:00,6036962,ca8e554d65d4d7cd724fa73fffc212559a3eda0a,3ea94e9a91d6d492dd1899d8e6adf5b1
XAV5101,2.0.0.0,XAV5101_FW_upgrade_v2.0.0.0.zip,http://www.downloads.netgear.com/files/GDC/XAV5101/XAV5101_FW_upgrade_v2.0.0.0.zip,2012-07-03 09:44:14+00:00,6073237,df538fc610364a666da85e9db88cf13b8b112ec1,8b2b760867491000e0af14ee76fd2502
XAV5201,0.3.0.6,XAV5201_FW_V0.3.0.6NA.zip,http://www.downloads.netgear.com/files/GDC/XAVB5201/XAV5201_FW_V0.3.0.6NA.zip,2012-10-24 05:41:28+00:00,306981,def9d86ac647a4775adb44bcca16c0d52c143aa2,f361ca9dd909255738f0e7b55c9b019b
XAV5501,2.0.0.0,XAV5501 Firmware Upgrade Utility v2.0.0.0.zip,http://www.downloads.netgear.com/files/GDC/XAV5501/XAV5501 Firmware Upgrade Utility v2.0.0.0.zip,2012-04-23 04:10:47+00:00,5981428,de0f642db3903b553887f1166122597f7ff3bd55,f43f84298ebe39d567648ebb0da95281
XAV5501,2.0.0.2,XAV5501 Firmware Upgrade Utility v2.0.0.2.zip,http://www.downloads.netgear.com/files/GDC/XAV5501/XAV5501 Firmware Upgrade Utility v2.0.0.2.zip,2012-04-23 04:10:47+00:00,6030100,b4b9d28c326e9540fe9f595fd07d8eee5ece927a,6e30c1c58b0e1838bce524a3b3ebabe0
XAV5602,0.3.0.6,XAV5602_FW_upgrade_V0.3.0.6.zip,http://www.downloads.netgear.com/files/GDC/XAV5602/XAV5602_FW_upgrade_V0.3.0.6.zip,2012-12-15 04:44:09+00:00,5871587,c50cfe115730f3d2023eb08db9ebb275b3181b6c,fed4d6924e899da845f4ca31276ffd6a
XAVB1201,0.2.0.8,XAV1201_FW_V0.2.0.8NA.zip,http://www.downloads.netgear.com/files/GDC/XAV1201/XAV1201_FW_V0.2.0.8NA.zip,2012-10-24 02:12:01+00:00,317270,64e50e612b95b294ec5eaf0f644f28f2b1af1462,d0b96646dca7d6c68f36bb8652f85be1
XAVB1301v2,0.2.0.8,XAV1301v2_V0.2.0.8NA.zip,http://www.downloads.netgear.com/files/GDC/XAVB1301V2/XAV1301v2_V0.2.0.8NA.zip,2012-10-24 02:45:15+00:00,317279,caebab1517ae43eecf8450aa2f76312953e140df,d95437828cec11d2aac57c43aff7b1fe
XAVB1501,2.1.7,XAV1501 Firmware Upgrade Utility Version 2.1.7.zip,http://www.downloads.netgear.com/files/GDC/XAVB1501/XAV1501 Firmware Upgrade Utility Version 2.1.7.zip,2012-04-20 07:19:35+00:00,14961433,df39006e3f2b2d69ae68ec96d28a330f9410ff12,1a94cee4c3d89f3399783302736d6ca3
XAVB2101v2,0.3.0.9,XAV2101v2_FW_V0.3.0.9NA.zip,http://www.downloads.netgear.com/files/GDC/XAVB2101V2/XAV2101v2_FW_V0.3.0.9NA.zip,2012-10-24 03:56:40+00:00,306991,b70283e0610537e4252180b5f8478f32020a0aba,e69e763c66ef3df2691bb9eafa72e7e9
XAVB5001,2.0.0.0,XAV5001  XAVB5001 Firmware Upgrade Utility v2.0.0.0.zip,http://www.downloads.netgear.com/files/GDC/XAV5001_XAVB5001/XAV5001  XAVB5001 Firmware Upgrade Utility v2.0.0.0.zip,2012-04-17 03:36:03+00:00,5970873,18f000b9e61150fbd4aaff4c572df0da71f9c63e,c5b2f14ef8ba7c54b7bb0af3a87de83d
XAVB5001,2.0.0.2,XAV5001  XAVB5001 Firmware Upgrade Utility v2.0.0.2.zip,http://www.downloads.netgear.com/files/GDC/XAV5001_XAVB5001/XAV5001  XAVB5001 Firmware Upgrade Utility v2.0.0.2.zip,2012-04-17 03:36:11+00:00,6019096,c0affb27de1e37482c1851405604194054a594ad,b1ac9ea8a3ad80899e1e9488d6b6eec3
XAVB5101,2.0.0.0,XAV5101_FW_upgrade_v2.0.0.0.zip,http://www.downloads.netgear.com/files/GDC/XAV5101/XAV5101_FW_upgrade_v2.0.0.0.zip,2012-07-03 09:44:14+00:00,6073237,df538fc610364a666da85e9db88cf13b8b112ec1,8b2b760867491000e0af14ee76fd2502
XAVB5201,0.3.0.6,XAV5201_FW_V0.3.0.6NA.zip,http://www.downloads.netgear.com/files/GDC/XAVB5201/XAV5201_FW_V0.3.0.6NA.zip,2012-10-24 05:41:28+00:00,306981,def9d86ac647a4775adb44bcca16c0d52c143aa2,f361ca9dd909255738f0e7b55c9b019b
XAVB5501,2.0.0.0,XAV5501 Firmware Upgrade Utility v2.0.0.0.zip,http://www.downloads.netgear.com/files/GDC/XAVB5501/XAV5501 Firmware Upgrade Utility v2.0.0.0.zip,2012-04-23 04:20:15+00:00,5981428,de0f642db3903b553887f1166122597f7ff3bd55,f43f84298ebe39d567648ebb0da95281
XAVB5501,2.0.0.2,XAV5501 Firmware Upgrade Utility v2.0.0.2.zip,http://www.downloads.netgear.com/files/GDC/XAVB5501/XAV5501 Firmware Upgrade Utility v2.0.0.2.zip,2012-04-23 04:20:20+00:00,6030100,b4b9d28c326e9540fe9f595fd07d8eee5ece927a,6e30c1c58b0e1838bce524a3b3ebabe0
XAVB5602,0.3.0.6,XAV5602_FW_upgrade_V0.3.0.6.zip,http://www.downloads.netgear.com/files/GDC/XAV5602/XAV5602_FW_upgrade_V0.3.0.6.zip,2012-12-15 04:44:09+00:00,5871587,c50cfe115730f3d2023eb08db9ebb275b3181b6c,fed4d6924e899da845f4ca31276ffd6a
XAVN2001,0.2.1.7,XAVN2001_V0.2.1.7.zip,http://www.downloads.netgear.com/files/GDC/XAVN2001/XAVN2001_V0.2.1.7.zip,2012-09-18 16:15:36+00:00,2068786,f6bdd9998eb19271cc73bd903b0f582c9be9fd76,d9e197b7517a947f9249240086f8038b
XAVN2001,0.2.1.6,XAVN2001 Firmware Version 0.2.1.6.zip,http://www.downloads.netgear.com/files/GDC/XAVN2001/XAVN2001 Firmware Version 0.2.1.6.zip,2012-04-17 03:20:26+00:00,2035525,d4fa9eed8049c5adf0e8c204d11fd6151ba721de,4af811f121da47189ad42fc7de20e439
XAVN2001v2,0.3.0.9,XAVN2001v2-V0.3.0.9.zip,http://www.downloads.netgear.com/files/GDC/XAVN2001/XAVN2001v2-V0.3.0.9.zip,2013-01-15 11:26:58+00:00,4149482,b379c9533c9d54d572c5713c510c05e5ad952573,dcf49e4bae27078d0b61b50d0cec06d0
XAVN2001v2,0.4.0.7,XAVN2001-V0.4.0.7.zip,http://www.downloads.netgear.com/files/GDC/XAVN2001/XAVN2001-V0.4.0.7.zip,2014-03-17 12:47:41+00:00,4237002,f3ff09afa27a3c517da0bfc22f4e015e6b4d31a3,398600f8dc5eef02e27d07c7f1e7fe8a
XAVNB2001,0.3.0.9,XAVN2001v2-V0.3.0.9.zip,http://www.downloads.netgear.com/files/GDC/XAVN2001/XAVN2001v2-V0.3.0.9.zip,2013-01-15 11:26:58+00:00,4149482,b379c9533c9d54d572c5713c510c05e5ad952573,dcf49e4bae27078d0b61b50d0cec06d0
XAVNB2001,0.4.0.7,XAVN2001-V0.4.0.7.zip,http://www.downloads.netgear.com/files/GDC/XAVN2001/XAVN2001-V0.4.0.7.zip,2014-03-17 12:47:41+00:00,4237002,f3ff09afa27a3c517da0bfc22f4e015e6b4d31a3,398600f8dc5eef02e27d07c7f1e7fe8a
XAVT5602,0.3.0.6,XAV5602_FW_upgrade_V0.3.0.6.zip,http://www.downloads.netgear.com/files/GDC/XAV5602/XAV5602_FW_upgrade_V0.3.0.6.zip,2012-12-15 04:44:09+00:00,5871587,c50cfe115730f3d2023eb08db9ebb275b3181b6c,fed4d6924e899da845f4ca31276ffd6a
XWN5001,0.4.1.1,XWN5001-V0.4.1.1.zip,http://www.downloads.netgear.com/files/GDC/XWN5001/XWN5001-V0.4.1.1.zip,2015-02-26 07:38:24+00:00,4259687,062c9f9915edb0de1f63d42ec9cce95f6fb495db,b6109786319e4783da81e5844e7f6f08
XWN5001,0.3.0.9,XWN5001-V0.3.0.9.zip,http://www.downloads.netgear.com/files/GDC/XWN5001/XWN5001-V0.3.0.9.zip,2013-01-15 10:29:00+00:00,4150069,9c17ed9fc428d0602dd86018c5441926816f8f93,e4671e499d0bc9e86aca0197ddcd7fc5
XWN5001,0.4.0.7,XWN5001_V0.4.0.7.zip,http://www.downloads.netgear.com/files/GDC/XWN5001/XWN5001_V0.4.0.7.zip,2014-02-26 06:15:03+00:00,4236004,ba4109ab22a27e48d384f90c75442a65da14f102,0db8c71e4617254e5e8085eda66e3a94
XWNB5201,0.4.1.1,XWN5001-V0.4.1.1.zip,http://www.downloads.netgear.com/files/GDC/XWN5001/XWN5001-V0.4.1.1.zip,2015-02-26 07:38:24+00:00,4259687,062c9f9915edb0de1f63d42ec9cce95f6fb495db,b6109786319e4783da81e5844e7f6f08
XWNB5602,0.4.1.1,XWN5001-V0.4.1.1.zip,http://www.downloads.netgear.com/files/GDC/XWN5001/XWN5001-V0.4.1.1.zip,2015-02-26 07:38:24+00:00,4259687,062c9f9915edb0de1f63d42ec9cce95f6fb495db,b6109786319e4783da81e5844e7f6f08
PS101v1,,PS101 Firmware Version 6023.zip,http://www.downloads.netgear.com/files/GDC/PS101v1/PS101 Firmware Version 6023.zip,2012-05-18 03:59:09+00:00,153692,e1bc69607541c61d301d24b4afa22781ecd2a917,9dc556f2826121e3d7026e686f1f360a
PS101v1,,PS101_6101.zip,http://www.downloads.netgear.com/files/GDC/PS101v1/PS101_6101.zip,2012-05-31 07:40:51+00:00,1066720,9b67b227124c080e652dd3b8ba644a690610e25d,ec38cde0d1f496f6097439fed6cf4198
PS104,,"PS104, PS105, PS110 Print Server Firmware Version 6017.zip","http://www.downloads.netgear.com/files/GDC/PS104/PS104, PS105, PS110 Print Server Firmware Version 6017.zip",2012-05-17 01:56:08+00:00,191956,54ded0f90e16b37324ae256895b52980518f0a93,9a6e8fa9c92237d65e1b3836f1ee4299
PS104,,"PS104, PS105, PS110 Print Server Firmware Version 6028.zip","http://www.downloads.netgear.com/files/GDC/PS104/PS104, PS105, PS110 Print Server Firmware Version 6028.zip",2012-05-17 01:56:11+00:00,205611,db2702bce134ebbbb354c044cbd5ba8a304c3867,d79391355700090a7ba5203ae9599829
PS104,,"PS104, PS105, PS110 Print Server Firmware Version 6025.zip","http://www.downloads.netgear.com/files/GDC/PS104/PS104, PS105, PS110 Print Server Firmware Version 6025.zip",2012-05-17 01:56:08+00:00,204529,ffcb5c578bf0c12dbfd628289ac53c985ebc1e00,44bf47995c9ac6b9f4b8c9924c0b45fd
PS104,,"PS104, PS105, PS110 Print Server Firmware Version 6026.zip","http://www.downloads.netgear.com/files/GDC/PS104/PS104, PS105, PS110 Print Server Firmware Version 6026.zip",2012-05-17 01:56:11+00:00,205836,3ace2d97d72f7ecca2f7ee4d1653ba53b97378ea,00f481df89cd54ec440444921b496053
PS104,2.0,"Print Server Firmware Upgrade Utility Version 2.0 (for PS104, PS105 and PS110).zip","http://www.downloads.netgear.com/files/GDC/PS104/Print Server Firmware Upgrade Utility Version 2.0 (for PS104, PS105 and PS110).zip",2012-05-17 01:55:09+00:00,1723976,2b3dcb7439c0ef2891419b06866435b69607618f,494608146a22e8b58cb55175ab8f6710
PS110,,"PS104, PS105, PS110 Print Server Firmware Version 6026.zip","http://www.downloads.netgear.com/files/GDC/PS110/PS104, PS105, PS110 Print Server Firmware Version 6026.zip",2012-05-17 01:03:56+00:00,205836,3ace2d97d72f7ecca2f7ee4d1653ba53b97378ea,00f481df89cd54ec440444921b496053
PS110,,"PS104, PS105, PS110 Print Server Firmware Version 6017.zip","http://www.downloads.netgear.com/files/GDC/PS110/PS104, PS105, PS110 Print Server Firmware Version 6017.zip",2012-05-17 01:03:53+00:00,191956,54ded0f90e16b37324ae256895b52980518f0a93,9a6e8fa9c92237d65e1b3836f1ee4299
PS110,,"PS104, PS105, PS110 Print Server Firmware Version 6028.zip","http://www.downloads.netgear.com/files/GDC/PS110/PS104, PS105, PS110 Print Server Firmware Version 6028.zip",2012-05-17 01:03:58+00:00,205611,db2702bce134ebbbb354c044cbd5ba8a304c3867,d79391355700090a7ba5203ae9599829
PS110,,"PS104, PS105, PS110 Print Server Firmware Version 6025.zip","http://www.downloads.netgear.com/files/GDC/PS110/PS104, PS105, PS110 Print Server Firmware Version 6025.zip",2012-05-17 01:03:55+00:00,204529,ffcb5c578bf0c12dbfd628289ac53c985ebc1e00,44bf47995c9ac6b9f4b8c9924c0b45fd
PS110,2.0,"Print Server Firmware Upgrade Utility Version 2.0 (for PS104, PS105 and PS110).zip","http://www.downloads.netgear.com/files/GDC/PS110/Print Server Firmware Upgrade Utility Version 2.0 (for PS104, PS105 and PS110).zip",2012-05-17 01:03:00+00:00,1723980,dab46855bef16ea884d836d9b7f6c1f642812ef7,f0ab0e659dc45090dc4c2ba5fb22955d
PS111W,,PS111W_6027.bin,http://www.downloads.netgear.com/files/GDC/PS111W/PS111W_6027.bin,2012-05-31 07:05:08+00:00,524288,1bc39641028762042fb7ba87288596555de058f1,a29b4cf03b016ce6936d18111404c9b0
PS113,,PS113 Firmware Version 6207.zip,http://www.downloads.netgear.com/files/GDC/PS113/PS113 Firmware Version 6207.zip,2012-05-17 01:47:36+00:00,205212,18470a2c97bade7093363207ebe15b8ba05358c2,a54d71be2d8a83113707b7e8b8d24b5f
PS121v1,,PS121 Print Server Version 6033 Firmware.zip,http://www.downloads.netgear.com/files/GDC/PS121v1/PS121 Print Server Version 6033 Firmware.zip,2012-05-17 02:00:33+00:00,213822,91d264cef7f6dd8cafa70482bf626a6c7e5d37e0,e65b588518e1a6e53806cb3dc57cbde7
WGPS606,,wgps606_1025.zip,http://www.downloads.netgear.com/files/GDC/WGPS606/wgps606_1025.zip,2011-12-07 06:29:10+00:00,922643,40c30e494f64eb735f33b0612dab6bb8c524b06e,860c525049c3a503490d4d1b9fcd7398
SPH101,1.0.48.11,SPH101 Firmware – T-Mobile HotSpot for US Version 1.0.48.11 (Beta).zip,http://www.downloads.netgear.com/files/GDC/SPH101/SPH101 Firmware – T-Mobile HotSpot for US Version 1.0.48.11 (Beta).zip,,16,89102e95b782ac45e0e84741a7ca8c0b4339f5b8,251ffb8f9801deee75cd2a96122e1564
SPH101,1.0.46.11,SPH101 Firmware Version 1.0.46.11.zip,http://www.downloads.netgear.com/files/GDC/SPH101/SPH101 Firmware Version 1.0.46.11.zip,2012-05-15 03:03:46+00:00,7153703,ffdf767ec9638adccc4851d4547786181e8dad50,88d5a88be2a46d25e76af22e51ffa5e4
SPH101,1.0.35.31,SPH101 Firmware Version 1.0.35.31.zip,http://www.downloads.netgear.com/files/GDC/SPH101/SPH101 Firmware Version 1.0.35.31.zip,2012-05-15 03:06:13+00:00,28009776,1bf974102db698cf4aeb0cbf7a127b77a062db9c,69c6e7421d677d02920d248cfd5a4ed4
SPH200D,1.0.4.80,sph200d_upgrade_1.0.4.80.zip,http://www.downloads.netgear.com/files/GDC/SPH200D/sph200d_upgrade_1.0.4.80.zip,2012-11-06 07:53:51+00:00,3519255,c4de396bfcf6ee501cd894ab2ea90aa30887b7fd,2cd4c34bcfc1b50ec218273b2a4aee0e
SPH200W,1.2.0.18,SPH200W Firmware Version 1.2.0.18.zip,http://www.downloads.netgear.com/files/GDC/SPH200W/SPH200W Firmware Version 1.2.0.18.zip,2012-05-14 08:06:20+00:00,21134638,468ec498310eefe0827dbef3015872b223f7d3d4,5868f575c29179db5d1ffddb6a8c5f73
WG311v2,1.0.0.10,WG311v2 Firmware Version 1.0.0.10.zip,http://www.downloads.netgear.com/files/GDC/WG311V2/WG311v2 Firmware Version 1.0.0.10.zip,2012-03-15 09:33:54+00:00,14699881,943f6a6af2f71b9a95aefcbfe7cc566347aba06a,6f8a509276eca919c4bd739208d20620
WGE101,3.1,WGE101 Firmware Version 3.1 Release Candidate 2.zip,http://www.downloads.netgear.com/files/GDC/WGE101/WGE101 Firmware Version 3.1 Release Candidate 2.zip,2012-03-13 03:20:11+00:00,914341,3cb9ee972d303bb7bdd76d4b32d64ccd5e9c6407,52c851b7fd665b5ff4fa71ac7d5045fd
WGE111,,WGE111 Firmware Version 1012.zip,http://www.downloads.netgear.com/files/GDC/WGE111/WGE111 Firmware Version 1012.zip,2012-03-13 02:40:55+00:00,388917,b2de07df9381f7f011bc5a0bf9ff13ec765c8eba,856e4d7912f1cb29154753cc13ab1ddb
WGE111,,WGE111 Firmware Version 1014.zip,http://www.downloads.netgear.com/files/GDC/WGE111/WGE111 Firmware Version 1014.zip,2012-03-13 02:35:55+00:00,400046,0626d62ff93041e8f39d41c891667fd21227c944,f2391d3f4260124a94fce6d673f01067
WN311B,6.0,WN311B Firmware Version 6.0.zip,http://www.downloads.netgear.com/files/GDC/WN311B/WN311B Firmware Version 6.0.zip,2012-06-05 02:08:34+00:00,8070021,5379d75dd32f3ea4ae046977687790c29a2d5f78,07029f1e5c0061f0597643e448cdef50
WN311B,2.0,WN311B Firmware Version 2.0.zip,http://www.downloads.netgear.com/files/GDC/WN311B/WN311B Firmware Version 2.0.zip,2012-06-05 02:07:22+00:00,6960621,e55866dcb2cde090818a2c52e734948b837f63d2,cd619cbf6561f17de4dbeec421e917dd
WN311B,5.0,WN311B Firmware Version 5.0.zip,http://www.downloads.netgear.com/files/GDC/WN311B/WN311B Firmware Version 5.0.zip,2012-06-05 02:07:39+00:00,8120845,c433aef7331412ce0467e326c24e6f5571e7ed7d,492fbfa326d17aa037e6fd4c5185752f
WNCE2001,1.0.0.25,WNCE2001 Firmware Version 1.0.0.25 (North America).zip,http://www.downloads.netgear.com/files/GDC/WNCE2001/WNCE2001 Firmware Version 1.0.0.25 (North America).zip,2012-06-14 03:55:37+00:00,2460906,385bb3a7f361c758f3bbd44ade5b32de62a4753c,57a6683f8c15c8e64aca962612432b73
WNCE2001,1.0.0.26,WNCE2001 Firmware Version 1.0.0.26 (NA).zip,http://www.downloads.netgear.com/files/GDC/WNCE2001/WNCE2001 Firmware Version 1.0.0.26 (NA).zip,2011-12-07 13:10:03+00:00,2460094,0d1970637b38c274490d915481d4a645e01c1dea,2e006118cdaceabf553917184a7334e4
WNCE3001,1.0.0.38,WNCE3001 Firmware Version 1.0.0.38.zip,http://www.downloads.netgear.com/files/GDC/WNCE3001/WNCE3001 Firmware Version 1.0.0.38.zip,2012-03-21 05:42:05+00:00,1593465,93416d02b54597eb40991c3b5ef0ccf71487883c,081faef29ecadd4e9c8ebda428957bed
WNCE3001,1.0.0.44,WNCE3001 Firmware Version 1.0.0.44.zip,http://www.downloads.netgear.com/files/GDC/WNCE3001/WNCE3001 Firmware Version 1.0.0.44.zip,2012-06-14 03:56:23+00:00,1598922,42a36f1f32e8501f974e024a3f43d499de405b82,79c6f5f488bb5554af9e5a3b8b4127dc
WNCE3001,1.0.0.46,WNCE3001-V1.0.0.46_1.0.33.zip,http://www.downloads.netgear.com/files/GDC/WNCE3001/WNCE3001-V1.0.0.46_1.0.33.zip,2015-02-02 11:16:25+00:00,1599869,b2dc086841cbaa01ce078f6bb058070016508724,6cac5c35d8ef5cd33d67ee812b630cdb
WNCE3001,1.0.0.34,WNCE3001 Firmware Version 1.0.0.34.zip,http://www.downloads.netgear.com/files/GDC/WNCE3001/WNCE3001 Firmware Version 1.0.0.34.zip,2012-03-21 06:25:39+00:00,1779257,e313a805c6028f69191c2400c48dec293e0bec14,bca077c77778f0ac23f36c121a280ce1
WNCE3001,1.0.0.50,WNCE3001-V1.0.0.50_1.0.35.zip,http://www.downloads.netgear.com/files/GDC/WNCE3001/WNCE3001-V1.0.0.50_1.0.35.zip,2015-08-26 11:28:06+00:00,1599709,47f9de3d0a081226818643b19e0e3b176d51a8fa,f7760651cbcd838728b8e18f96c70980
