model,fw_ver,fw_url,file_size,file_date,file_sha1,file_md5
dap-1160,,ftp://ftp.dlink.eu/Products/dap/dap-1160/archive/driver_software/DAP-1160_revAll_fw_version-1.10b15.zip,1440689,2014-12-09 00:00:00,900e5aef6a9a0cb2fc05f6842c06557a1bac7dda,da5fa67ba6a3f7def790724f97051280
dap-1160,,ftp://ftp.dlink.eu/Products/dap/dap-1160/archive/driver_software/DAP1160_fw_RevAll_FW120b06.zip,1496323,2014-12-09 00:00:00,eb2bd0d9e60774ab5cb060a07995bf768a0fc730,1143a45ebfef6e7c0d431f745ae70209
dap-1160,,ftp://ftp.dlink.eu/Products/dap/dap-1160/archive/driver_software/DAP-1160_RevAll_fw_v112b02_2007-10-25.zip,1440205,2014-12-09 00:00:00,39fd3c1f830f9a2caebbe66ae6c42a5ebd61976f,b0a24af35be484b5e977304016eae145
dap-1160,,ftp://ftp.dlink.eu/Products/dap/dap-1160/driver_software/DAP-1160_fw_revB1_2-00_all_multi_20140117.zip,3356737,2014-12-08 00:00:00,87285e38f9431c8a4fb4e0b8bc644e90a1bac27d,035622019ea3992ce50d66e8c90a8fde
dap-1160,,ftp://ftp.dlink.eu/Products/dap/dap-1160/archive/driver_software/DAP-1160_RevAll_fw_v112b04-2007-12-19.zip,1430374,2014-12-09 00:00:00,8525c284b1dbba389b5093119a478654edacc936,434a23da4d17441e3b4d2b2bb7aa334b
dap-1160,,ftp://ftp.dlink.eu/Products/dap/dap-1160/archive/driver_software/DAP-1160_RevAll_fw_v112b01(1001114242).zip,1439569,2014-12-09 00:00:00,382e3315f398d9c46c8f394e3df8dfbcd49f5232,bb46b4132ce1dafe417326de055a0cb7
dap-1160,,ftp://ftp.dlink.eu/Products/dap/dap-1160/archive/driver_software/DAP-1160_fw_RevAll_v1.30b09.zip,1614211,2014-12-09 00:00:00,c75cef0146033733ac161166a830723e47cf3491,39e0386ba88ce22612abc6db34677177
dap-1160,,ftp://ftp.dlink.eu/Products/dap/dap-1160/driver_software/DAP-1160_revall_sw_fwupdate-tool-zum-updaten-von-fw-version-1.00_v1.10.b15.zip,2589079,2014-12-08 00:00:00,81b32a0ff72b052a996dad604ed13c8371d59ce1,d0de5c6d90e81a721817f68121034525
dap-1160,,ftp://ftp.dlink.eu/Products/dap/dap-1160/driver_software/DAP-1160_fw_RevAll_v1.41B01.zip,1693759,2014-12-08 00:00:00,6b9069bbfa9b0ec17a723bf07de9b26fee106c7a,4e45dbb93da75d1e8739acd996d3f62b
dap-1160,,ftp://ftp.dlink.eu/Products/dap/dap-1160/archive/driver_software/DAP-1160_fw_RevAll_v1.32B04.zip,1612157,2014-12-09 00:00:00,5271f5339080f557f738c3b79eebbf57f89ea02c,568fa834000651e10334158a93bc2bc6
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revB1_2-01b03_all_multi_20140728.zip,4508031,2014-12-08 00:00:00,8484633062ff7501074d9e30950699ab3e7ecf3b,4cac95fbe2ecd196be09327554079b6a
